lemma_id;lemma;normalisiert;pos;pos_alle;ist_name;sprachkonzepte;konzepte_gesamt;belege;texte;belegklasse;handpruefung
lemma_4039;Mechschin;mechschin;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_46303;mederi;mederi;VRB;VRB;nein;Lateinisch;3;1;1;1;nein
lemma_34247;mediator;mediator;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_20976;Mediatrix;mediatrix;NAM;NAM;ja;Lateinisch;4;1;1;1;nein
lemma_59774;meditatio;meditatio;NOM;NOM;nein;Lateinisch;7;1;1;1;nein
lemma_44467;Mednetz;mednetz;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_41607;Meindres;meindres;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_69851;mel;mel;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_22043;Meliadus;meliadus;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_66430;melisse;melisse;NOM;NOM;nein;Griechisch;2;1;1;1;nein
lemma_22039;Melon;melon;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_70409;membrum;membrum;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_70660;memetipsum;memetipsum;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_29488;Memphîtes;memphites;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_26523;Mendeus;mendeus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_45777;mendicitas;mendicitas;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_72773;mendum;mendum;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_26171;Menecles;menecles;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_36745;menschieren;menschieren;VRB;VRB;nein;Französisch;3;1;1;1;nein
lemma_45845;mentisque;mentisque;CNJ;CNJ NOM;nein;Lateinisch;3;1;1;1;nein
lemma_72309;merens;merens;ADJ;ADJ;nein;Lateinisch;4;1;1;1;nein
lemma_29240;meritus;meritus;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_36783;Merses;merses;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_29238;mery;mery;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_10233;merzîen;merzien;VRB;VRB;nein;Französisch;2;1;1;1;nein
lemma_47467;Messalina;messalina;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_10612;messire;messire;NOM;NOM;nein;Französisch;4;1;1;1;nein
lemma_77830;messis;messis;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_46372;metaphora;metaphora;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_70495;metere;metere;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_46298;methodus;methodus;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_29435;Metidoz;metidoz;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_70317;metipsis;metipsis;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_70990;metipsos;metipsos;PRO;PRO PRP;nein;Lateinisch;4;1;1;1;nein
lemma_26270;metrum;metrum;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_44469;Michelsberc;michelsberc;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_28579;microcosmus;microcosmus;NOM;NOM;nein;Griechisch, Lateinisch;3;1;1;1;nein
lemma_64788;Migaz;migaz;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_44435;Mikusch;mikusch;NAM;NAM;ja;Slawisch;3;1;1;1;nein
lemma_31953;Milceres;milceres;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_43912;Milecz;milecz;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_38583;miles;miles;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_44476;Milin;milin;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_45661;militia;militia;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_28411;Milius;milius;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_9843;Millemargot;millemargot;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_15757;millenârîus;millenarius;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_23772;Millesius;millesius;NAM;NAM;ja;Lateinisch;4;1;1;1;nein
lemma_59013;ministerium;ministerium;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_20489;Mînôâ;minoa;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_70677;minuere;minuere;VRB;VRB;nein;Lateinisch;7;1;1;1;nein
lemma_45823;mirus;mirus;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_37699;miserabilis;miserabilis;ADJ;ADJ GRA;nein;Lateinisch;2;1;1;1;nein
lemma_23819;Mitrâzênis;mitrazenis;NAM;NAM;ja;Griechisch, Persisch;3;1;1;1;nein
lemma_44471;Mnata;mnata;NAM;NAM;ja;Slawisch, Tschechisch;4;1;1;1;nein
lemma_34616;Modemus;modemus;NAM;NAM;ja;Griechisch, Lateinisch;4;1;1;1;nein
lemma_62461;modernus;modernus;ADJ;ADJ;nein;Lateinisch;2;1;1;1;nein
lemma_62463;modestia;modestia;NOM;NOM;nein;Lateinisch;7;1;1;1;nein
lemma_30231;Modestus;modestus;NAM;NAM;ja;Lateinisch;4;1;1;1;nein
lemma_27660;Moloses;moloses;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_67948;momentum;momentum;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_24086;Monimus;monimus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_29257;monstrare;monstrare;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_4194;Montein;montein;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_44474;Montsch;montsch;NAM;NAM;ja;Italienisch;2;1;1;1;nein
lemma_65250;monumentum;monumentum;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_64956;Morande;morande;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_35166;morari;morari;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_63749;Morax;morax;NAM;NAM;ja;Persisch;3;1;1;1;nein
lemma_63720;Morchart;morchart;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_47970;Morea;morea;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_48224;Moret;moret;NAM;NAM;ja;Arabisch;5;1;1;1;nein
lemma_63719;Morfan;morfan;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_51135;mortarium;mortarium;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_38303;mortificatus;mortificatus;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_45630;mos;mos;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_28859;Mosella;mosella;NAM;NAM;ja;Hebräisch;4;1;1;1;nein
lemma_46923;movere;movere;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_58536;moxque;moxque;ADV;ADV CNJ;nein;Lateinisch;2;1;1;1;nein
lemma_44644;mudry;mudry;ADJ;ADJ;nein;Slawisch;3;1;1;1;nein
lemma_49016;Muechsnitz;muechsnitz;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_48380;multiplex;multiplex;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_45653;multiplicare;multiplicare;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_77869;munerare;munerare;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_65668;murmurare;murmurare;VRB;VRB;nein;Lateinisch;8;1;1;1;nein
lemma_28871;Musas;musas;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_73194;mutier;mutier;NOM;NOM;nein;Französisch, Lateinisch;4;1;1;1;nein
lemma_40842;mutuari;mutuari;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_40841;mutuus;mutuus;ADJ;ADJ;nein;Lateinisch;2;1;1;1;nein
lemma_47589;Mysia;mysia;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_58472;Mytilini;mytilini;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_60522;mëssekappe;mëssekappe;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_47904;Nabioch;nabioch;NAM;NAM;ja;Hebräisch;4;1;1;1;nein
lemma_44676;Nachod;nachod;NAM;NAM;ja;Tschechisch;2;1;1;1;nein
lemma_31864;nai;nai;CNJ;CNJ PRP;nein;Slawisch;2;1;1;1;nein
lemma_27727;Naphtali;naphtali;NAM;NAM;ja;Hebräisch;3;1;1;1;nein
lemma_65008;Narilus;narilus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_71988;naris;naris;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_28492;Narpus;narpus;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_33626;Nâsitz;nasitz;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_47410;natio;natio;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_53710;natûrlîcheit;naturlicheit;NOM;NOM;nein;Lateinisch;9;1;1;1;nein
lemma_21559;Nâûm;naum;NAM;NAM;ja;Hebräisch;4;1;1;1;nein
lemma_46919;navis;navis;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_47379;nâwe;nawe;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_23437;Naximeneâ;naximenea;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_30864;Nearchus;nearchus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_40341;Nebedons;nebedons;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_45814;nefas;nefas;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_77831;neglegere;neglegere;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_70713;negligere;negligere;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_70854;negotiosus;negotiosus;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_44481;Neisa;neisa;NAM;NAM;ja;Slawisch;3;1;1;1;nein
lemma_42405;neiswer;neiswer;NEG;NEG PRO;nein;Lateinisch;4;1;1;1;nein
lemma_40344;Nelotrons;nelotrons;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_71609;nemelîcheit;nemelicheit;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_63170;nemorosus;nemorosus;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_45523;nemus;nemus;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_44454;Nepi;nepi;NAM;NAM;ja;Italienisch;2;1;1;1;nein
lemma_45085;Neptunalia;neptunalia;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_28528;Nerius;nerius;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_35027;nex;nex;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_23666;nexus;nexus;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_25774;Nicolaustac;nicolaustac;NAM;NAM;ja;Griechisch;6;1;1;1;nein
lemma_46398;Nicostrate;nicostrate;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_29209;Nieânor;nieanor;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_44483;Niemtz;niemtz;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_47592;Nigrapont;nigrapont;NAM;NAM;ja;Griechisch, Lateinisch;6;1;1;1;nein
lemma_23176;Nilichter;nilichter;NAM;NAM;ja;Arabisch;3;1;1;1;nein
lemma_38498;Nimia;nimia;NAM;NAM;ja;Lateinisch;2;1;1;1;nein
lemma_34941;nimietas;nimietas;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_45515;nix;nix;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_36854;nocere;nocere;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_38301;non;non;ADJ;ADJ ADV NEG;nein;Französisch, Italienisch, Lateinisch;5;1;1;1;nein
lemma_45271;nonagesimus;nonagesimus;NUM;NUM;nein;Lateinisch;2;1;1;1;nein
lemma_42588;normelôs;normelos;ADJ;ADJ ADV NEG;nein;Lateinisch;6;1;1;1;nein
lemma_39468;noscere;noscere;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_34999;notare;notare;VRB;VRB;nein;Lateinisch;9;1;1;1;nein
lemma_32145;notte;notte;NOM;NOM;nein;Italienisch;2;1;1;1;nein
lemma_26559;Nôtus;notus;NAM;NAM;ja;Persisch;3;1;1;1;nein
lemma_23981;Novâcius;novacius;NAM;NAM;ja;Lateinisch;4;1;1;1;nein
lemma_45649;novacula;novacula;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_63114;novale;novale;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_44445;Novara;novara;NAM;NAM;ja;Italienisch;2;1;1;1;nein
lemma_63113;novare;novare;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_25478;novem;novem;NUM;NUM;nein;Lateinisch;2;1;1;1;nein
lemma_48387;novies;novies;ADV;ADV;nein;Lateinisch;4;1;1;1;nein
lemma_67716;nuditas;nuditas;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_29709;nudus;nudus;ADJ;ADJ;nein;Lateinisch;5;1;1;1;nein
lemma_45753;nummus;nummus;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_70369;numquid;numquid;IPA;IPA;nein;Lateinisch;3;1;1;1;nein
lemma_25515;nundinae;nundinae;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_42758;Nunkar;nunkar;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_70019;nunquid;nunquid;ADV;ADV IPA;nein;Lateinisch;3;1;1;1;nein
lemma_45659;nuntiare;nuntiare;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_28593;Nunus;nunus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_41944;nunzieren;nunzieren;VRB;VRB;nein;Französisch;4;1;1;1;nein
lemma_69992;nuper;nuper;ADV;ADV;nein;Lateinisch;3;1;1;1;nein
lemma_69793;nutrire;nutrire;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_45607;nutus;nutus;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_47502;Nyctimene;nyctimene;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_63128;obdormire;obdormire;VRB;VRB;nein;Französisch, Lateinisch;5;1;1;1;nein
lemma_70712;obdurare;obdurare;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_40790;obedientia;obedientia;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_69840;oblatio;oblatio;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_78497;oblator;oblator;NOM;NOM;nein;Lateinisch;7;1;1;1;nein
lemma_45542;oblectatio;oblectatio;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_47686;observantia;observantia;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_39552;observare;observare;VRB;VRB;nein;Lateinisch;3;1;1;1;nein
lemma_45910;obstare;obstare;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_67270;obverschribener;obverschribener;ADJ;ADJ;nein;Lateinisch;5;1;1;1;nein
lemma_45849;occare;occare;VRB;VRB;nein;Lateinisch;3;1;1;1;nein
lemma_69769;occasio;occasio;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_45638;occasus;occasus;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_16055;occipitium;occipitium;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_40453;occisio;occisio;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_35300;occultare;occultare;NOM;NOM VRB;nein;Lateinisch;4;1;1;1;nein
lemma_69751;occupare;occupare;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_24599;occurere;occurere;NOM;NOM;nein;Lateinisch;8;1;1;1;nein
lemma_24600;Ocsiater;ocsiater;NAM;NAM;ja;Persisch;3;1;1;1;nein
lemma_34617;octanus;octanus;NUM;NUM;nein;Lateinisch;2;1;1;1;nein
lemma_34612;Odinal;odinal;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_45864;odium;odium;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_31332;Odônje;odonje;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_71989;odorare;odorare;VRB;VRB;nein;Lateinisch;3;1;1;1;nein
lemma_29440;Oeones;oeones;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_24709;Offasete;offasete;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_48159;offenbarschriber;offenbarschriber;NOM;NOM;nein;Lateinisch;6;1;1;1;nein
lemma_46049;offenschrîbære;offenschribaere;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_20402;Olifeus;olifeus;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_27294;Ollada;ollada;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_44486;Olsawa;olsawa;NAM;NAM;ja;Slawisch;2;1;1;1;nein
lemma_29788;Omin;omin;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_45546;omnimodus;omnimodus;ADJ;ADJ NOM;nein;Lateinisch;3;1;1;1;nein
lemma_34455;Onee;onee;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_69899;onerare;onerare;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_20871;Onômastôrides;onomastorides;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_25111;onus;onus;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_46920;operatio;operatio;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_67670;operimentum;operimentum;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_45754;opinari;opinari;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_4490;Opinâus;opinaus;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_45101;opobalsamum;opobalsamum;NOM;NOM;nein;Lateinisch;10;1;1;1;nein
lemma_28581;opticus;opticus;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_40258;opusculum;opusculum;NOM;NOM;nein;Lateinisch;6;1;1;1;nein
lemma_53670;oratorum;oratorum;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_27109;Orbasius;orbasius;NAM;NAM;ja;Lateinisch;4;1;1;1;nein
lemma_21973;Orcamenis;orcamenis;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_46029;ordinarius;ordinarius;ADJ;ADJ NOM;nein;Lateinisch;5;1;1;1;nein
lemma_29037;Orêades;oreades;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_45862;origo;origo;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_20260;Ôrilocus;orilocus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_28553;Orleus;orleus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_45746;ornare;ornare;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_31123;ornieren;ornieren;VRB;VRB;nein;Lateinisch;3;1;1;1;nein
lemma_24151;Orpars;orpars;NAM;NAM;ja;Arabisch;3;1;1;1;nein
lemma_21926;Orphalis;orphalis;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_23818;Orsilôs;orsilos;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_22133;Ortânes;ortanes;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_69788;os;os;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_44488;Oslawan;oslawan;NAM;NAM;ja;Tschechisch;3;1;1;1;nein
lemma_52275;ossum;ossum;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_38806;ostelîe;ostelie;NOM;NOM;nein;Italienisch;5;1;1;1;nein
lemma_70855;otiosus;otiosus;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_28442;Ottmar;ottmar;NAM;NAM;ja;Lateinisch;2;1;1;1;nein
lemma_47762;oximel;oximel;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_28866;Ozi;ozi;NAM;NAM;ja;Hebräisch;4;1;1;1;nein
lemma_29663;pacientus;pacientus;ADJ;ADJ;nein;Lateinisch;2;1;1;1;nein
lemma_76831;pagamënt;pagamënt;NOM;NOM;nein;Italienisch;3;1;1;1;nein
lemma_41963;paganus;paganus;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_60554;page;page;NOM;NOM;nein;Französisch;3;1;1;1;nein
lemma_51312;pagus;pagus;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_31737;Palatinus;palatinus;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_39829;Palatrica;palatrica;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_26619;Palestînus;palestinus;NAM;NAM;ja;Hebräisch;4;1;1;1;nein
lemma_28364;Palexitus;palexitus;NAM;NAM;ja;Lateinisch;4;1;1;1;nein
lemma_38528;palpare;palpare;VRB;VRB;nein;Lateinisch;8;1;1;1;nein
lemma_78469;palponia;palponia;NOM;NOM;nein;Lateinisch;7;1;1;1;nein
lemma_26427;paludamentum;paludamentum;NOM;NOM;nein;Lateinisch;6;1;1;1;nein
lemma_24284;Pamphilomîs;pamphilomis;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_19230;Pandern;pandern;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_19228;Panfigâl;panfigal;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_19229;Panfilôt;panfilot;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_64789;Pannilius;pannilius;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_65533;Panpor;panpor;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_47408;pantofola;pantofola;NOM;NOM;nein;Italienisch;2;1;1;1;nein
lemma_45634;par;par;ADJ;ADJ;nein;Lateinisch;3;1;1;1;nein
lemma_59831;paraclitus;paraclitus;INJ;INJ NOM;nein;Lateinisch;3;1;1;1;nein
lemma_12709;pârâge;parage;NOM;NOM;nein;Französisch;2;1;1;1;nein
lemma_50499;paragraf;paragraf;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_26672;Pârâmedes;paramedes;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_4563;parân;paran;NOM;NOM;nein;Französisch;3;1;1;1;nein
lemma_28894;pardîsvënster;pardisvënster;NOM;NOM;nein;Lateinisch;6;1;1;1;nein
lemma_36973;parius;parius;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_59704;parrier;parrier;NOM;NOM;nein;Französisch, Lateinisch;4;1;1;1;nein
lemma_4572;partierære;partieraere;NOM;NOM;nein;Lateinisch;7;1;1;1;nein
lemma_8616;partierens;partierens;PRO;PRO VRB;nein;Lateinisch;10;1;1;1;nein
lemma_45655;parturire;parturire;NOM;NOM VRB;nein;Lateinisch;4;1;1;1;nein
lemma_18532;paruelen;paruelen;VRB;VRB;nein;Französisch;4;1;1;1;nein
lemma_47368;parzivant;parzivant;NOM;NOM;nein;Französisch;4;1;1;1;nein
lemma_55988;passionâl;passional;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_37950;patefacere;patefacere;VRB;VRB;nein;Lateinisch;8;1;1;1;nein
lemma_51127;patella;patella;NOM;NOM;nein;Lateinisch;4;1;1;1;nein
lemma_35305;patibulum;patibulum;NOM;NOM;nein;Lateinisch;3;1;1;1;nein
lemma_29769;Patriânôs;patrianos;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_63732;Paulanixus;paulanixus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_24087;Pausippus;pausippus;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_63723;Pavar;pavar;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_45793;pecunia;pecunia;NOM;NOM;nein;Lateinisch;6;1;1;1;nein
lemma_32267;Pedason;pedason;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_25206;Pelâosôs;pelaosos;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_43376;Pelde;pelde;NAM;NAM;ja;Französisch;3;1;1;1;nein
lemma_24393;Pelifrant;pelifrant;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_24392;Pelimatreis;pelimatreis;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_47581;Pelion;pelion;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_48653;pellelbovir;pellelbovir;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_25211;Pelopene;pelopene;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_25210;Pelops;pelops;NAM;NAM;ja;Griechisch;4;1;1;1;nein
lemma_42902;pelous;pelous;ADJ;ADJ;nein;Französisch;3;1;1;1;nein
lemma_46253;pendere;pendere;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_72144;penetrare;penetrare;VRB;VRB;nein;Lateinisch;4;1;1;1;nein
lemma_67824;penitere;penitere;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_28799;Penoie;penoie;NAM;NAM;ja;Griechisch;2;1;1;1;nein
lemma_14488;penselpixe;penselpixe;NAM;NAM;ja;Lateinisch;3;1;1;1;nein
lemma_25536;penta;penta;NUM;NUM;nein;Griechisch;2;1;1;1;nein
lemma_66449;peonia;peonia;NOM;NOM;nein;Lateinisch;2;1;1;1;nein
lemma_47593;Pera;pera;NAM;NAM;ja;Lateinisch;2;1;1;1;nein
lemma_42900;percier;percier;VRB;VRB;nein;Französisch;6;1;1;1;nein
lemma_50064;percipere;percipere;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_67832;perdiem;perdiem;NOM;NOM PRP;nein;Lateinisch;2;1;1;1;nein
lemma_75492;perditio;perditio;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_39183;perducere;perducere;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_24163;pere;pere;NOM;NOM;nein;Französisch;3;1;1;1;nein
lemma_70082;peregrinus;peregrinus;NOM;NOM;nein;Lateinisch;7;1;1;1;nein
lemma_30873;Pereotestes;pereotestes;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_31441;Perfigal;perfigal;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_45540;perfrui;perfrui;VRB;VRB;nein;Lateinisch;5;1;1;1;nein
lemma_78465;periodus;periodus;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_35681;periurium;periurium;NOM;NOM;nein;Lateinisch;5;1;1;1;nein
lemma_48388;perlegere;perlegere;VRB;VRB;nein;Lateinisch;6;1;1;1;nein
lemma_31071;permafoia;permafoia;ADV;ADV INJ;nein;Französisch;5;1;1;1;nein
lemma_30813;permare;permare;NOM;NOM PRP;nein;Lateinisch;3;1;1;1;nein
lemma_38438;permedium;permedium;ADV;ADV;nein;Lateinisch;2;1;1;1;nein
lemma_28330;Perminus;perminus;NAM;NAM;ja;Griechisch;3;1;1;1;nein
lemma_35307;peroptatus;peroptatus;ADV;ADV;nein;Lateinisch;2;1;1;1;nein
lemma_35190;perscrutare;perscrutare;NOM;NOM VRB;nein;Lateinisch;5;1;1;1;nein
