form	match_type	count	candidate_lemmas	sample_context	resolved_lemma	confidence	note
anderstat	unmatched	1		an ein anderstat ob leichte			
vluchest	unmatched	1		von danne vluchest Und do			
hŏrer	unmatched	1		hat der hŏrer der rede			
weldechtin	unmatched	1		als die weldechtin tal als			
cedirpovm	unmatched	1		als die cedirpovm neben dem			
wasservasse	unmatched	1		Ous seinem wasservasse vleusset wasser			
Uressen	unmatched	1		ein horne Uressen werden die			
geschossen	ambiguous	1	lemma_2205|lemma_5235	stechen mit geschossen Leinende hat			
Leinende	unmatched	1		mit geschossen Leinende hat her			
gewecken	unmatched	1		nymant tar gewecken Wer dir			
benvmten	unmatched	1		beroubt der benvmten eren Und			
vbirtreten	unmatched	1		mag ich vbirtreten die rede			
vorbrenge	unmatched	1		oder boses vorbrenge ous meinem			
horer	unmatched	1		hat der horer der rede			
Entspriessen	unmatched	1		aber nahen Entspriessen wirt ein			
geuellet	unmatched	1		Das erbe geuellet seinen veinden			
Anevank	unmatched	1		vnd sprach Anevank der heiden			
nest	ambiguous	1	lemma_4281|lemma_4337	seczest dein nest vnd wirst			
geruderten	unmatched	1		in drilch geruderten schiffen von			
srahel	unmatched	1		CAPITULUM ERI srahel aber in			
abkere	unmatched	1		so das abkere mein czorn			
Uorterbe	unmatched	1		den richtern Uorterbe ein yclicher			
israhelischn	unmatched	1		noch dem israhelischn manne in			
her͛re	unmatched	1		Und vnser her͛re sprach zu			
geczurnet	unmatched	1		her hat geczurnet vmme seinen			
getŏtit	unmatched	1		do wart getŏtit mit der			
madianitinne	unmatched	1		mit der madianitinne was der			
madianitische	unmatched	1		Vorwar das madianitische wip die			
abtgotis	unmatched	1		lagen des abtgotis vnd in			
XXUICAPITULUM	unmatched	1		a ber XXUICAPITULUM dornach do			
Czelet	unmatched	1		des priesters Czelet alle iarczal			
entstunden	unmatched	1		die do entstunden gegen vnd			
geczenke	unmatched	1		in dem geczenke do sie			
allerczal	unmatched	1		geslechte der allerczal was czwei			
magschaft;	unmatched	1		durch ire magschaft; von dem			
svne;	unmatched	1		der hette svne; von dem			
magescheften	unmatched	1		in iren magescheften von dem			
benentnusse	unmatched	1		czal der benentnusse zu\u0020iren erben			
zu\u0020iren	unmatched	1		der benentnusse zu\u0020iren erben D			
leui	unmatched	1		die gesinde leui Das gesinde			
geczencke	unmatched	1		in dem geczencke das do			
rechtis	unmatched	1		im Ein rechtis dink heischen			
brvder	unmatched	1		ist dein brvder Wenne ir			
enwoldet	unmatched	1		nige noch enwoldet mich nicht			
Uorbesehe	unmatched	1		Dem antworte Uorbesehe im got			
eeuerte	unmatched	1		houbt vnd eeuerte alles das			
Ungemeiligter	unmatched	1		opfern sullet Ungemeiligter ieriger lemmer			
stetliche	unmatched	1		ist das stetliche ganczenczunte opfer			
geuset	unmatched	1		von rechte geuset in allen			
ganczenczvntem	unmatched	1		opfern zu ganczenczvntem opfer dem			
Ganczenczuntes	unmatched	1		yclichem lamme Ganczenczuntes opfer des			
vmgeenden	unmatched	1		in dem vmgeenden iare noch			
ganczenczvntes	unmatched	1		ir weirouch ganczenczvntes opfer dem			
gutige	unmatched	1		das her gutige den herren			
stetlichen	unmatched	1		das ir stetlichen opfert Also			
Ungemeiligt	unmatched	1		opfer speise Ungemeiligt sult ir			
opferspeisen	unmatched	1		mit iren opferspeisen etcetera uch			
dienstlichs	unmatched	1		heilig Alles dienstlichs werck sult			
dirklengunge	unmatched	1		tack der dirklengunge vnd der			
busov	unmatched	1		vnd der busov ERI nen			
selbenden	unmatched	1		tak des selbenden manden wirt			
svunde	unmatched	1		vor die svunde an die			
zu\u0020den	unmatched	1		widern vnd zu\u0020den schafen sult			
vierczehehen	unmatched	1		vngemeiligter lemmer vierczehehen vnd yclicher			
veiern;	unmatched	1		ir richticlichen veiern; Und czigen			
richticlich	unmatched	1		sult ir richticlich halden Und			
iuncvrowlichem	unmatched	1		noch in iuncvrowlichem wesen; Ist			
wesen;	unmatched	1		in iuncvrowlichem wesen; Ist das			
vorsaczt	unmatched	1		dem sie vorsaczt hat ir			
hovse	unmatched	1		in dem hovse ires mannes			
vasten	ambiguous	1	lemma_6768|lemma_6769	sie mit vasten oder mit			
enthaldunge	unmatched	1		mit anderlei enthaldunge peinige ire			
vorczeuhet	unmatched	1		tak das vorczeuhet das vrteil			
iuncvroulichn	unmatched	1		in dem iuncvroulichn wesen ist			
Rich	ambiguous	1	lemma_4823|lemma_4872|lemma_4913	zu sprechende Rich zu dem			
bereiter	unmatched	1		geslechten ous bereiter zu dem			
castellen	unmatched	1		vnd ire castellen vorbrante das			
tousentern	unmatched	1		heres den tousentern vnd den			
hundertern	unmatched	1		vnd den hundertern die do			
derkant	unmatched	1		do man derkant haben in			
erwurgit	unmatched	1		slafen die erwurgit Aber die			
palgen	unmatched	1		von czigen palgen vnd von			
czyn	unmatched	1		eisen vnd czyn vnd blei			
achczigtousent	unmatched	1		tousent vnd achczigtousent schaf vnd			
sibenczik	unmatched	1		funf vnd sibenczik schaf; Und			
schaf;	unmatched	1		vnd sibenczik schaf; Und von			
sibenczik;	unmatched	1		czwen vnd sibenczik; Uon den			
gevilen	unmatched	1		tousent menschen gevilen zu teile			
gewesen;	unmatched	1		streite waren gewesen; Uon dem			
dreisik	unmatched	1		siben vnd dreisik tousenten vnd			
funfczigiste	unmatched	1		nam das funfczigiste houbt vnd			
Bein	ambiguous	1	lemma_4664|lemma_471	mochten vinden Bein gespan achsil			
armgespan	unmatched	1		vingerlein vnd armgespan vnd kethlein			
kethlein	unmatched	1		armgespan vnd kethlein so das			
yclicer	unmatched	1		scot Wenne yclicer was her			
genvgsames	unmatched	1		vnser herre genvgsames landes ist			
cenezyn	unmatched	1		svn den cenezyn vnd den			
derstanden	unmatched	1		ir seit derstanden vor ewer			
vorlest	unmatched	1		der wustenunge vorlest er das			
czymmern	unmatched	1		wolle wir czymmern vnd stelle			
vnbeschuldet	unmatched	1		werdet ir vnbeschuldet bei dem			
entvt	unmatched	1		vnd nicht entvt nymant sei			
enczihen	unmatched	1		euch nicht enczihen wollen in			
bowten	unmatched	1		vmringe Dorvmme bowten di kinder			
powten	unmatched	1		kinder vorwar powten vnd vnd			
meon	unmatched	1		baal vnd meon vnd vorkarten			
bekvmmerte	unmatched	1		czoch vnd bekvmmerte ire dorfer			
auothair	unmatched	1		nante er auothair das ist			
vorwandelten	unmatched	1		geheisse gotis vorwandelten Ous czogen			
herre;	unmatched	1		geslagen vnser herre; Wenne ouch			
stacten	unmatched	1		sie vnd stacten ire geczelt			
belsatim	unmatched	1		bis zu belsatim an den			
ebuisten	unmatched	1		an den ebuisten steten der			
einczihen	unmatched	1		vber den einczihen in die			
weitiste	unmatched	1		geben das weitiste vnd den			
sudenische	unmatched	1		geen das sudenische teil vber			
scorpionen	unmatched	1		gesteige der scorpionen also das			
heiset	unmatched	1		das do heiset vnd werden			
mitternachte	unmatched	1		an der mitternachte teil von			
geczilt	unmatched	1		danne werden geczilt die ende			
daphen	unmatched	1		dem brvnne daphen Uon danne			
bekvmen	unmatched	1		Uon danne bekvmen sie gegen			
geslosse	unmatched	1		den si geslosse Dise erde			
in steten	unmatched	1		sie ouch in steten bleiben vnd			
schrite	ambiguous	1	lemma_5310|lemma_5313|lemma_5316	verre tousent schrite reichen Gegen			
cziles	unmatched	1		teil semliches cziles wirt Und			
freivnge	unmatched	1		gesundert zu freivnge den vlŭchtigen			
vlŭchtigen	unmatched	1		freivnge den vlŭchtigen so das			
vorgeuset	unmatched	1		der do vorgeuset blut Und			
gemenlich	unmatched	1		Und ous gemenlich der anderr			
czwuvnd	unmatched	1		der anderr czwuvnd virczig stete;			
stete;	unmatched	1		czwuvnd virczig stete; das ist			
vluchtige	unmatched	1		wenne der vluchtige vleuhet der			
frŭnt	unmatched	1		vleuhet der frŭnt des vorderbten			
vorderbten	unmatched	1		frŭnt des vorderbten mag in			
gesteet	unmatched	1		bis her gesteet in die			
wurf	ambiguous	1	lemma_7490|lemma_7734	vnd der wurf totet gleicher			
slahers	unmatched	1		mit des slahers blut wirt			
gerochen	ambiguous	1	lemma_4823|lemma_4901	wirt her gerochen Der nehste			
ersla	unmatched	1		nehste des ersla W e			
tŏten	unmatched	1		den manslechtigen tŏten zu hant;			
manslechte	unmatched	1		wirt der manslechte schuldig des			
ervorschet	unmatched	1		vrage wirt ervorschet erledigt sol			
rachers	unmatched	1		ous des rachers hende vnd			
vorterber	unmatched	1		das der vorterber ous den			
enlenden	unmatched	1		die den enlenden sint benvmet			
vlŭchtige	unmatched	1		solde der vlŭchtige vncz bis			
bischoues	unmatched	1		tot des bischoues in der			
slechtige	unmatched	1		der man slechtige wider keren			
blutes;	unmatched	1		ist des blutes; Czu hant			
sterbn	unmatched	1		her ouch sterbn Die vortribnen			
vortribnen	unmatched	1		sterbn Die vortribnen vnd die			
mŭgen	unmatched	1		mit nichte mŭgen gekeren wider			
vnschuldigem	unmatched	1		die mit vnschuldigem blute wirt			
teiltest	unmatched	1		dem los teiltest die erde			
benvmtes	unmatched	1		gebist ir benvmtes erbe Dise			
vmteilunge	unmatched	1		schanden die vmteilunge der los			
gepitende	unmatched	1		den vnd gepitende im der			
Breuten	unmatched	1		ist geoffenbart Breuten sullen sie			
vormischet	unmatched	1		das icht vormischet werde die			
weibesnam	unmatched	1		vnd alle weibesnam man sullen			
vetters	unmatched	1		svnen irs vetters von dem			
berichten	unmatched	1		an zu berichten die e			
vornvnftige	unmatched	1		man vnd vornvnftige v Und			
Tousenter	unmatched	1		zu fursten Tousenter vnd h			
⫶ten	unmatched	1		euch ler ⫶ten ycliche dink			
potscheften	unmatched	1		vns wider potscheften durch welchen			
beschowten	unmatched	1		weintrouben vnd beschowten die erde			
fruchtperkeit	unmatched	1		erczeigten ire fruchtperkeit vnd brachten			
Gut	ambiguous	1	lemma_2551|lemma_2573	vnd sprachen Gut ist die			
murmmelte	unmatched	1		herren gotes murmmelte ir in			
risen	ambiguous	1	lemma_4882|lemma_4883|lemma_4884|lemma_4928	kinder die risen hab wir			
svnel	unmatched	1		sein cleines svnel in allem			
beczilet	unmatched	1		vnd hat beczilet die stat			
czeigende	unmatched	1		des nachtes czeigende euch den			
bŏsen	unmatched	1		leuten dicz bŏsen geslechtes die			
gevolgt	unmatched	1		hat noch gevolgt dem herren			
wŭrden	unmatched	1		sie gevangen wŭrden gefurt vnd			
czoget	unmatched	1		in wapen czoget ouf den			
enstreitet	unmatched	1		ouf noch enstreitet wenne ich			
widerwertik	unmatched	1		horen svnder widerwertik dem gepot			
pinen	ambiguous	1	lemma_4664|lemma_4665	iagen die pinen vnd slug			
weintet	unmatched	1		quamet vnd weintet vor vnserm			
saset	unmatched	1		gehengen Nu saset ir dorvmme			
IICAPᵐ	unmatched	1		czeit nd IICAPᵐ von danne			
vicht	ambiguous	1	lemma_6784|lemma_7614	mir Nicht vicht wider die			
czŭgen	unmatched	1		das wir czŭgen vber die			
vberczuge	unmatched	1		zu dem vberczuge der bach			
streitest	unmatched	1		dv icht streitest wider sie			
vorwenen	unmatched	1		ist sie vorwenen vnd in			
vortilgende	unmatched	1		wonen zu vortilgende die do			
cittern	unmatched	1		geperenden dir cittern vnd mit			
roubenden	unmatched	1		wart den roubenden vnd die			
enpflŭhe	unmatched	1		vnsern henden enpflŭhe Unser herregot			
etcetera͛	unmatched	1		herre got etcetera͛ nd III			
slŭgen	unmatched	1		vnd wir slŭgen sie vncz			
kvnicreiches	unmatched	1		reich des kvnicreiches zu Alle			
vngemowerte	unmatched	1		rigeln an vngemowerte merckte vngeczalter			
vngeczalter	unmatched	1		vngemowerte merckte vngeczalter die nicht			
czweir	unmatched	1		lant von czweir kvnige handen			
sarion	unmatched	1		die nennen sarion vnd die			
sanir	unmatched	1		vnd die sanir Alle stete			
eiserens	unmatched	1		vnd sein eiserens pette czeigt			
czeigt	unmatched	1		eiserens pette czeigt man d			
besase	unmatched	1		die erde besase wir in			
Gewapent	ambiguous	1	lemma_7328|lemma_9689	czu erbe Gewapent vorczihet ewern			
vorczihet	unmatched	1		erbe Gewapent vorczihet ewern brudern			
her\u0020allen	unmatched	1		also tu her\u0020allen reichen zu			
grŏse	unmatched	1		czeigen deine grŏse vnd deine			
gegleichen	unmatched	1		vnd sich gegleichen deiner sterke			
czŭrnte	unmatched	1		der herre czŭrnte mir durch			
ŏsten	unmatched	1		vnd gegen ŏsten sich wenne			
gepent	unmatched	1		disen Svnder gepent vnd creftige			
tei	unmatched	1		wirt in tei NOMIUS len			
anpeter	unmatched	1		alle seine anpeter ous ewer			
vortigen	unmatched	1		disen gegen vortigen tack lebte			
vornvnft	unmatched	1		vnd ewer vornvnft vor den			
vornvnftiges	unmatched	1		volk vnd vornvnftiges gros geslechte			
sorgueldiclich	unmatched	1		dich selben sorgueldiclich vnd deine			
veierlichen	unmatched	1		die elichen veierlichen gepot vnd			
sorgueldiclichen	unmatched	1		besiczen Behutet sorgueldiclichen ewer selen			
gleichnŭsse	unmatched	1		oder allirlei gleichnŭsse des vihes			
gevŏgels	unmatched	1		himel des gevŏgels oder krichender			
krichender	unmatched	1		gevŏgels oder krichender tir die			
hebest	unmatched	1		leichte ouf hebest deine ougen			
geschopfet	unmatched	1		do hat geschopfet dein herre			
eisereinen	unmatched	1		ous dem eisereinen ofen DEUTRO			
ofen	ambiguous	1	lemma_27916|lemma_4536	dem eisereinen ofen DEUTRO der			
czŭge	unmatched	1		noch ein czŭge in die			
vberczihen	unmatched	1		werdet dor vberczihen vnd werdet			
vorgestest	unmatched	1		etwenne icht vorgestest des frides			
gleichnvs	unmatched	1		machet etwas gleichnvs volprengende poses			
volprengende	unmatched	1		etwas gleichnvs volprengende poses vor			
vberczihende	unmatched	1		die ir vberczihende den werdet			
richen	ambiguous	1	lemma_4823|lemma_4872|lemma_4875|lemma_51788	essen noch richen Und aldo			
kvnt	unmatched	1		y worden kvnt so das			
vorsuchunge	unmatched	1		heiden mit vorsuchunge vnd mit			
gesichten	unmatched	1		vnd vorchtlichen gesichten noch allem			
wŏstest	unmatched	1		das du wŏstest wenne der			
ŏstenischen	unmatched	1		gegen dem ŏstenischen teile so			
wŏllende	unmatched	1		do nicht wŏllende der sluge			
vorgelegt	unmatched	1		e die vorgelegt hat vor			
mitler	unmatched	1		vnd ein mitler czwischen got			
gegrabne	unmatched	1		mache dir gegrabne pilde noch			
vnnvczlich	unmatched	1		namen gotis vnnvczlich wenne nicht			
vngepeinigt	unmatched	1		bleibt her vngepeinigt der vber			
vnnvcze	unmatched	1		der vber vnnvcze dink nennet			
almechticheit	unmatched	1		got sein almechticheit vnd seine			
geprŭfet	unmatched	1		haben heute geprŭfet das redende			
vorwarste	unmatched	1		geczelt Du vorwarste hie mit			
UICAPITULUM	unmatched	1		ewer besitczunge UICAPITULUM ᵐ as			
ᵐ	unmatched	1		besitczunge UICAPITULUM ᵐ as sint			
vberczihet	unmatched	1		der ir vberczihet die zu			
enynkeln	unmatched	1		vnd deinen enynkeln alle die			
u	ambiguous	1	lemma_2|lemma_56117	honikseim Hŏre u Unser herre			
hŭte	unmatched	1		gesetet so hŭte d dich			
vorsuchen	unmatched	1		Nicht soltu vorsuchen deinen herren			
proutschaft	unmatched	1		mit in proutschaft Dein tochter			
betrenget	unmatched	1		wenne sie betrenget deinen svn			
vorhowe	unmatched	1		ire welde vorhowe vnd ire			
vorbrŭet	unmatched	1		ire pilde vorbrŭet wenne du			
behŭt	unmatched	1		vnd hat behŭt den eit			
czustrewe	unmatched	1		er sie czustrewe vnd lenger			
vorczihe	unmatched	1		lenger nicht vorczihe rischlich in			
rischlich	unmatched	1		nicht vorczihe rischlich in gebende			
vordienen	unmatched	1		das sie vordienen Behute dorvmme			
gehorst	unmatched	1		Wenne du gehorst die gerichte			
vnfruchtbers	unmatched	1		bei dir vnfruchtbers ous beiden			
gegaten	unmatched	1		ous beiden gegaten also wol			
bŏse	unmatched	1		die gar bŏse seuchen der			
einfŭren	unmatched	1		her nicht einfŭren dir svnder			
Vressen	unmatched	1		deinen veinden Vressen wirstu als			
oufgerakten	unmatched	1		vnd einen oufgerakten arme so			
meklich	unmatched	1		deiner angesicht meklich vnd mit			
muschest	unmatched	1		gar zu muschest Ire pild			
vorsere	unmatched	1		dir noch vorsere dich dorvmme			
nichtefnicht	unmatched	1		Noch trage nichtefnicht ein von			
vormeiligunge	unmatched	1		als ein vormeiligunge vnd vorvnmenschet			
vleisiclich	unmatched	1		gepite behute vleisiclich das du			
wostest	unmatched	1		nicht en wostest Und du			
wast	ambiguous	1	lemma_11843|lemma_7704	du behullet wast mit nichte			
ab;	unmatched	1		nam das ab; dein fus			
vndertreten	unmatched	1		wart nicht vndertreten Nu sich			
virczigste	unmatched	1		sich das virczigste iare ist			
behal	unmatched	1		das du behal NOMIUS dest			
opfel	unmatched	1		vnd granat opfel vnd ŏlgerten			
vbervlussicheit	unmatched	1		aller dinge vbervlussicheit gebrouchest des			
geseggenst	unmatched	1		sat wirdest geseggenst deinem herren			
Behald	unmatched	1		hat gegeben Behald vnd behute			
vorsoumest	unmatched	1		gotes vnd vorsoumest sein gepot			
gissest	unmatched	1		wenne du gissest vnd wirst			
gepowest	unmatched	1		schone heuser gepowest in in			
bruende	unmatched	1		natern waren bruende mit blasen			
scorpion	unmatched	1		blasen vnd scorpion vnd durst			
necerl	unmatched	1		vnd durst necerl Vnd gar			
speiste	unmatched	1		steinen vnd speiste euch mit			
gepflagte	unmatched	1		her dich gepflagte vnd vorsuchte			
vorgissest	unmatched	1		das du vorgissest deines herren			
nachvolgest	unmatched	1		gotes vnd nachvolgest fremden goten			
Ore	ambiguous	1	lemma_4447|lemma_48398	gotes etcetera Ore CAPITULUM Du			
hoes	unmatched	1		volk vnd hoes die k			
vressendes	unmatched	1		dir ein vressendes fewer vnd			
besese	unmatched	1		die erde besese wenne durch			
czeuhestu	unmatched	1		deines herczens czeuhestu ein so			
hertneckigs	unmatched	1		bist ein hertneckigs volk eines			
hălses	unmatched	1		gar herten hălses Gedenke vnd			
gekriegt	unmatched	1		habt ir gekriegt Und ouch			
dofur	unmatched	1		was Und dofur quamen virczig			
hielde	unmatched	1		des gelubdes hielde in beiden			
zumischte	unmatched	1		zu stucken zumischte ich das			
vlehelichen	unmatched	1		ich in vlehelichen bat das			
vorstŏre	unmatched	1		got nicht vorstŏre dein volk			
gerakten	unmatched	1		deinem ouf gerakten arme etcetera			
Polire	unmatched	1		zu mir Polire dir anderr			
tabeln	unmatched	1		anderr czwu tabeln steineiner als			
wasserbeche	unmatched	1		erden der wasserbeche Czu der			
vorgee	unmatched	1		Gee vnd vorgee dem volke			
Besneidet	unmatched	1		wirt geprufet Besneidet dorvmme die			
herschenden	unmatched	1		herre der herschenden groser got			
ousge	unmatched	1		vnd sein ousge NOMIUS rakten			
czeiche	unmatched	1		rakten arme czeiche vnd werk			
bovmgerten	unmatched	1		vnd noch bovmgerten siten wasser			
pergecht	unmatched	1		veuchten svnder pergecht vnd veldecht			
veldecht	unmatched	1		pergecht vnd veldecht von himel			
peitende	unmatched	1		von himel peitende der regen			
eulenden	unmatched	1		Und seine eulenden sint dorinne			
czeitlichn	unmatched	1		ewerr erden czeitlichn vnd speten			
speten	unmatched	1		czeitlichn vnd speten so das			
anpetet	unmatched	1		vnd die anpetet Und czornig			
legest	unmatched	1		wege vnd legest dich vnd			
vorstoret	unmatched	1		im so vorstoret der herre			
trittet	unmatched	1		die do trittet ewer fuz			
vluch;	unmatched	1		vnd den vluch; Den segen			
gepite;	unmatched	1		euch hevte gepite; Den vluch			
angepetet	unmatched	1		heiden haben angepetet ire gote			
czweigechten	unmatched	1		vnder allem czweigechten holcze Czu			
Czustŏret	unmatched	1		zu slahet Czustŏret ire namen			
fridlichen	unmatched	1		vnd ewer fridlichen opfer tir			
zurue	unmatched	1		ir kvmen zurue vnd zu			
ị́ṇ̣	unmatched	1		gelobt habet ị́ṇ̣ dem herren			
hyn¬	unmatched	1		do du hyn¬ rekkest deine			
rekkest	unmatched	1		du hyn¬ rekkest deine hant			
doꝛv̆mme	unmatched	1		sele Und doꝛv̆mme soltu nicht			
volgst	unmatched	1		icht noch volgst dor nach			
grousamkeit	unmatched	1		wenne alle grousamkeit die do			
vorpruende	unmatched	1		tŏchter vnd vorpruende sie in			
met	ambiguous	1	lemma_4103|lemma_4172	ku NOMIUS met das her			
trovmers	unmatched	1		noch des trovmers wenne euch			
vorkerte	unmatched	1		her euch vorkerte von ewerm			
anvange	unmatched	1		Uon dem anvange vncz bis			
gehorche	unmatched	1		veter nicht gehorche im noch			
vortrage	unmatched	1		in noch vortrage im dein			
vorhelest	unmatched	1		erbarmest vnd vorhelest in svnder			
sorgiclichen	unmatched	1		enwisset suche sorgiclichen vnd vleissiclichen			
czunde	unmatched	1		der stat czunde das an			
vorczerest	unmatched	1		alles das vorczerest deinem herren			
vorsneidet	unmatched	1		gotis Nicht vorsneidet euch noch			
czinses	unmatched	1		seines erb czinses ous allen			
wisent	ambiguous	1	lemma_7540|lemma_7660	steinbock den wisent den pigar			
pigar	unmatched	1		wisent den pigar vnd den			
orix	unmatched	1		vnd den orix vnd den			
camelebart	unmatched	1		vnd den camelebart Alle tir			
inczwei	unmatched	1		tir die inczwei spalden die			
drukken	unmatched	1		vnd in drukken sult ir			
camele	unmatched	1		essen Den camele den hasen			
indrucken	unmatched	1		wenne sie indrucken vnd teilent			
teilent	unmatched	1		indrucken vnd teilent NOMIUS nicht			
sow	unmatched	1		Und die sow wenne die			
rvren	unmatched	1		totes an rvren Dise sult			
ixon	unmatched	1		sprinczel den ixon den geier			
lar	ambiguous	1	lemma_11761|lemma_3575	vnd den lar vnd den			
toucher	unmatched	1		storchen den toucher den pellican			
vledirmous	unmatched	1		vnd die vledirmous vnd alles			
tŏdlink	unmatched	1		welches ein tŏdlink ist von			
vorwandel	unmatched	1		in gelt vorwandel das vnd			
gesetic	unmatched	1		vnd werden gesetic so das			
gebunge	unmatched	1		vor DEUTRO gebunge die des			
geveiert	unmatched	1		ordens schol geveiert werden Wem			
gevordern	unmatched	1		her nicht gevordern wenne es			
petler	unmatched	1		kein ł petler wirt sein			
leihende	unmatched	1		gib im leihende das du			
bŏser	unmatched	1		velschlich rate bŏser gedancke vnd			
vorgebvnge;	unmatched	1		iar der vorgebvnge; vnd wendest			
erclichn	unmatched	1		tu nichtesnicht erclichn in seinen			
notdurftikeiten	unmatched	1		in seinen notdurftikeiten vf zu			
lesist	unmatched	1		die du lesist deine hant			
hebreinne	unmatched	1		oder ein hebreinne vnd dir			
wegestewer	unmatched	1		im eyn wegestewer von deiner			
ousgeen	unmatched	1		wil nicht ousgeen do von			
ale	ambiguous	1	lemma_22020|lemma_22573	nym ein ale vnd durch			
hinkende	unmatched	1		oder sei hinkende oder blint			
sewer	unmatched	1		pflage der sewer Wenne in			
ousczihunge	unmatched	1		tages deiner ousczihunge von alle			
getŏtet	unmatched	1		das do getŏtet ist des			
ousczogist	unmatched	1		do du ousczogist von vnd			
besammenunge	unmatched	1		ist die besammenunge deines herren			
besammest	unmatched	1		Wenne du besammest von dem			
new̆	unmatched	1		vnd der new̆ kvmene vnd			
osterlichn	unmatched	1		In der osterlichn hochczeit vnd			
Uolge	unmatched	1		der gerechten Uolge dem nach			
pflancze	unmatched	1		got Nicht pflancze welde noch			
vngenemes	unmatched	1		oder ichtesicht vngenemes wenne ein			
czeugen	unmatched	1		hende der czeugen sullen anheben			
oufheben	unmatched	1		das si oufheben das pŏse			
czweiuelndes	unmatched	1		sweres oder czweiuelndes gerichte bei			
hochuertigt	unmatched	1		Welcher aber hochuertigt wollende nicht			
hantreichet	unmatched	1		der czeit hantreichet deinem herren			
blehe	unmatched	1		sich zu blehe in hochvart			
vorwerren	unmatched	1		betrigen vnd vorwerren seinen mvt			
vnmeclichen	unmatched	1		noch goldes vnmeclichen last Dor			
last	ambiguous	1	lemma_3567|lemma_3629	goldes vnmeclichen last Dor nach			
gesiczet	unmatched	1		her nv gesiczet ouf dem			
geſlechtes	unmatched	1		des leuitischen geſlechtes vnd wirt			
opferunge	unmatched	1		vnd sein opferunge werden sie			
beuchil	unmatched	1		vnd das beuchil Die erstlinge			
bescherunge	unmatched	1		von aller bescherunge Wenne in			
steunge	unmatched	1		veterlicher noch steunge gepuret Wenne			
czoubrer	unmatched	1		der do czoubrer bevorsche vnd			
bevorsche	unmatched	1		do czoubrer bevorsche vnd halde			
ratvrage	unmatched	1		geiste Noch ratvrage die valschen			
Uolkumen	unmatched	1		ewerm eingange Uolkumen wirstu sein			
geweiset	unmatched	1		anders an geweiset Einen propheten			
besammet	unmatched	1		die sammenunge besammet ł was			
sweigender	unmatched	1		das du sweigender gedancken antwortest			
antwortest	unmatched	1		sweigender gedancken antwortest wie mag			
nămen	unmatched	1		in dem nămen des herren			
enkvmet	unmatched	1		das nicht enkvmet das hat			
vbirmvte	unmatched	1		von dem vbirmvte seines mutes			
hevsern	unmatched	1		in irn hevsern Drei stete			
bereitende	unmatched	1		zu besiczunge bereitende vleissiclich den			
vluchtig	unmatched	1		der do vluchtig ist durch			
einveldiclich	unmatched	1		geprufet svnder einveldiclich mit im			
abhovunge	unmatched	1		in der abhovunge des holczes			
gegliten	unmatched	1		vnd das gegliten von dem			
helb	unmatched	1		von dem helb geslăgen hat			
geslăgen	unmatched	1		dem helb geslăgen hat seinen			
ḍ̣ẹṛ	unmatched	1		der vor ḍ̣ẹṛ vorgesprochen stete			
vorhabende	unmatched	1		gegen im vorhabende der ist			
beczeiget	unmatched	1		ist wirt beczeiget Dorvmme so			
teilest	unmatched	1		czwischen in teilest Wenne aber			
laget	ambiguous	1	lemma_15339|lemma_3770	nehsten vnd laget seinem leben			
vleuht	unmatched	1		stirbt vnd vleuht zu der			
ny̆m	unmatched	1		sei Nicht ny̆m vnd ous			
ymanden	unmatched	1		geczeug wider ymanden welcherlei die			
lugenhaftiger	unmatched	1		steet ein lugenhaftiger geczeug wider			
besagende	unmatched	1		menschen in besagende vmme vberkerunge			
vleissiclichn	unmatched	1		sie vorschende vleissiclichn der vinden			
erschrecke	unmatched	1		streit nicht erschrecke ewer hercze			
vorschreien	unmatched	1		here sullen vorschreien welcher der			
angehabn	unmatched	1		do hat angehabn zu bowen			
new̆es	unmatched	1		bowen ein new̆es hous vnd			
volbrenge	unmatched	1		ein anderr volbrenge das welcher			
gemăchet	unmatched	1		noch nicht gemăchet sei gemeine			
vorchtsamen	unmatched	1		vnd eynes vorchtsamen herczen der			
bestreite	unmatched	1		streit so bestreite sie Und			
beligest	unmatched	1		Wenne du beligest ein stat			
werungen	unmatched	1		vnd mit werungen sie vmmeringest			
vmmeringest	unmatched	1		werungen sie vmmeringest so das			
slahest	unmatched	1		sie ous slahest n nicht			
eksin	unmatched	1		noch mit eksin soltu nicht			
hantwerk	unmatched	1		vnd powe hantwerk vncz bis			
grŏsern	unmatched	1		geen die grŏsern der gepurt			
pflukschar	unmatched	1		mit der pflukschar vnd furen			
schrouechtis	unmatched	1		in ein schrouechtis vnd steinechtis			
steinechtis	unmatched	1		schrouechtis vnd steinechtis tal das			
hengit	unmatched	1		iren worten hengit alles geschefte			
vorkou	unmatched	1		vrei nicht vorkou NOMIUS fen			
hassende	unmatched	1		vnd der hassende svn ist			
vorgeseczen	unmatched	1		erstgepornen vnd vorgeseczen der gehessigen			
czwiueldiclich	unmatched	1		hat alle czwiueldiclich Diser ist			
grevlichen	unmatched	1		vnd einen grevlichen der do			
Begreiffen	unmatched	1		sein vorsmehet Begreiffen sullen sie			
widerspenik	unmatched	1		diser ist widerspenik stolczirnde vnd			
stolczirnde	unmatched	1		ist widerspenik stolczirnde vnd hochuertig			
hochuertig	unmatched	1		stolczirnde vnd hochuertig vnser geheisse			
