xml_id,form,context,normalized,match_type,lemma_ids
WZB_183vb_10_3,von,vnd erledigt von dem house,von,matched,lemma_7193
WZB_183vb_10_4,dem,erledigt von dem house des,dem,ambiguous,lemma_1097|lemma_1119
WZB_183vb_11_0,house,von dem house des dienstes,house,unmatched,
WZB_183vb_11_1,des,dem house des dienstes vnd,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_183vb_11_2,dienstes,house des dienstes vnd von,dienstes,matched,lemma_1146
WZB_183vb_11_4,vnd,des dienstes vnd von der,vnd,matched,lemma_6467
WZB_183vb_11_5,von,dienstes vnd von der hant,von,matched,lemma_7193
WZB_183vb_12_0,der,vnd von der hant des,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_183vb_12_1,hant,von der hant des egiptischen,hant,ambiguous,lemma_2598|lemma_2640
WZB_183vb_12_2,des,der hant des egiptischen kvnigs,des,ambiguous,lemma_1097|lemma_1119|lemma_1186
WZB_183vb_12_3,egiptischen,hant des egiptischen kvnigs vnd,egiptischen,unmatched,
WZB_183vb_13_0,kvnigs,des egiptischen kvnigs vnd wissest,kvnigs,unmatched,
WZB_183vb_13_3,vnd,egiptischen kvnigs vnd wissest das,vnd,matched,lemma_6467
WZB_183vb_13_4,wissest,kvnigs vnd wissest das dein,wissest,unmatched,
WZB_183vb_14_0,das,vnd wissest das dein herre,das,ambiguous,lemma_1097|lemma_13169
WZB_183vb_14_1,dein,wissest das dein herre got,dein,matched,lemma_1242
WZB_183vb_14_2,herre,das dein herre got ist,herre,ambiguous,lemma_2684|lemma_2761
WZB_183vb_14_3,got,dein herre got ist ein,got,matched,lemma_2465
WZB_183vb_14_4,ist,herre got ist ein starker,ist,matched,lemma_5432
WZB_183vb_14_5,ein,got ist ein starker got,ein,ambiguous,lemma_119|lemma_13|lemma_1331|lemma_2975
WZB_183vb_14_6,starker,ist ein starker got vnd,starker,matched,lemma_5729
WZB_183vb_15_0,got,ein starker got vnd ein,got,matched,lemma_2465
WZB_183vb_15_1,vnd,starker got vnd ein getrewer,vnd,matched,lemma_6467
WZB_183vb_15_2,ein,got vnd ein getrewer vnd,ein,ambiguous,lemma_119|lemma_13|lemma_1331|lemma_2975
WZB_183vb_15_3,getrewer,vnd ein getrewer vnd behutende,getrewer,matched,lemma_2278
WZB_183vb_15_4,vnd,ein getrewer vnd behutende fride,vnd,matched,lemma_6467
WZB_183vb_16_0,behutende,getrewer vnd behutende fride vnd,behutende,unmatched,
WZB_183vb_16_1,fride,vnd behutende fride vnd barmherczicheit,fride,matched,lemma_7233
WZB_183vb_16_2,vnd,behutende fride vnd barmherczicheit den,vnd,matched,lemma_6467
WZB_183vb_16_3,barmherczicheit,fride vnd barmherczicheit den die,barmherczicheit,unmatched,
WZB_183vb_17_0,den,vnd barmherczicheit den die in,den,matched,lemma_1119
WZB_183vb_17_3,die,barmherczicheit den die in liep,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_17_4,in,den die in liep habn,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_183vb_17_5,liep,die in liep habn Und,liep,matched,lemma_3765
WZB_183vb_17_6,habn,in liep habn Und den,habn,matched,lemma_2598
WZB_183vb_18_0,Und,liep habn Und den die,und,matched,lemma_6467
WZB_183vb_18_1,den,habn Und den die sein,den,matched,lemma_1119
WZB_183vb_18_4,die,Und den die sein gepot,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_18_5,sein,den die sein gepot behuten,sein,ambiguous,lemma_1517|lemma_1762|lemma_5377|lemma_5427|lemma_5432
WZB_183vb_18_6,gepot,die sein gepot behuten in,gepot,ambiguous,lemma_1971|lemma_1978
WZB_183vb_18_7,behuten,sein gepot behuten in tousent,behuten,matched,lemma_467
WZB_183vb_19_0,in,gepot behuten in tousent geslechte,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_183vb_19_1,tousent,behuten in tousent geslechte vnd,tousent,matched,lemma_6267
WZB_183vb_19_2,geslechte,in tousent geslechte vnd wider,geslechte,matched,lemma_2233
WZB_183vb_19_4,vnd,tousent geslechte vnd wider gebende,vnd,matched,lemma_6467
WZB_183vb_20_0,wider,geslechte vnd wider gebende zu,wider,ambiguous,lemma_12326|lemma_7557
WZB_183vb_20_1,gebende,vnd wider gebende zu hant,gebende,ambiguous,lemma_1961|lemma_1962
WZB_183vb_20_2,zu,wider gebende zu hant die,zu,matched,lemma_7770
WZB_183vb_20_3,hant,gebende zu hant die in,hant,ambiguous,lemma_2598|lemma_2640
WZB_183vb_20_5,die,zu hant die in hassen,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_21_0,in,hant die in hassen also,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_183vb_21_1,hassen,die in hassen also das,hassen,matched,lemma_2681
WZB_183vb_21_3,also,in hassen also das er,also,matched,lemma_152
WZB_183vb_21_4,das,hassen also das er sie,das,ambiguous,lemma_1097|lemma_13169
WZB_183vb_21_5,er,also das er sie czustrewe,er,ambiguous,lemma_1281|lemma_1282|lemma_1517|lemma_25157|lemma_5454|lemma_56116|lemma_56117
WZB_183vb_21_6,sie,das er sie czustrewe vnd,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_183vb_21_7,czustrewe,er sie czustrewe vnd lenger,czustrewe,unmatched,
WZB_183vb_22_1,vnd,sie czustrewe vnd lenger nicht,vnd,matched,lemma_6467
WZB_183vb_22_2,lenger,czustrewe vnd lenger nicht vorczihe,lenger,matched,lemma_3595
WZB_183vb_22_3,nicht,vnd lenger nicht vorczihe rischlich,nicht,matched,lemma_4377
WZB_183vb_22_4,vorczihe,lenger nicht vorczihe rischlich in,vorczihe,unmatched,
WZB_183vb_23_0,rischlich,nicht vorczihe rischlich in gebende,rischlich,unmatched,
WZB_183vb_23_1,in,vorczihe rischlich in gebende das,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_183vb_23_2,gebende,rischlich in gebende das sie,gebende,ambiguous,lemma_1961|lemma_1962
WZB_183vb_23_4,das,in gebende das sie vordienen,das,ambiguous,lemma_1097|lemma_13169
WZB_183vb_24_0,sie,gebende das sie vordienen Behute,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_183vb_24_1,vordienen,das sie vordienen Behute dorvmme,vordienen,unmatched,
WZB_183vb_24_4,Behute,sie vordienen Behute dorvmme die,behute,matched,lemma_467
WZB_183vb_24_5,dorvmme,vordienen Behute dorvmme die gepot,dorvmme,matched,lemma_30703
WZB_183vb_25_0,die,Behute dorvmme die gepot vnd,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_25_1,gepot,dorvmme die gepot vnd die,gepot,ambiguous,lemma_1971|lemma_1978
WZB_183vb_25_3,vnd,die gepot vnd die veierliche,vnd,matched,lemma_6467
WZB_183vb_25_4,die,gepot vnd die veierliche hochczeit,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_25_5,veierliche,vnd die veierliche hochczeit vnd,veierliche,unmatched,
WZB_183vb_26_0,hochczeit,die veierliche hochczeit vnd die,hochczeit,unmatched,
WZB_183vb_26_2,vnd,veierliche hochczeit vnd die gerichte,vnd,matched,lemma_6467
WZB_183vb_26_3,die,hochczeit vnd die gerichte die,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_26_4,gerichte,vnd die gerichte die ich,gerichte,ambiguous,lemma_2164|lemma_4913
WZB_183vb_27_2,die,die gerichte die ich dir,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_27_3,ich,gerichte die ich dir heute,ich,matched,lemma_3001
WZB_183vb_27_4,dir,die ich dir heute gepite,dir,ambiguous,lemma_1169|lemma_1242
WZB_183vb_27_5,heute,ich dir heute gepite das,heute,matched,lemma_2863
WZB_183vb_27_6,gepite,dir heute gepite das du,gepite,unmatched,
WZB_183vb_27_8,das,heute gepite das du die,das,ambiguous,lemma_1097|lemma_13169
WZB_183vb_28_0,du,gepite das du die tuest,du,ambiguous,lemma_1139|lemma_1180|lemma_1241|lemma_1242
WZB_183vb_28_1,die,das du die tuest Wenne,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_28_2,tuest,du die tuest Wenne du,tuest,matched,lemma_6301
WZB_183vb_28_5,Wenne,die tuest Wenne du gehorst,wenne,matched,lemma_7385
WZB_183vb_28_6,du,tuest Wenne du gehorst die,du,ambiguous,lemma_1139|lemma_1180|lemma_1241|lemma_1242
WZB_183vb_28_7,gehorst,Wenne du gehorst die gerichte,gehorst,unmatched,
WZB_183vb_29_0,die,du gehorst die gerichte ist,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_29_1,gerichte,gehorst die gerichte ist das,gerichte,ambiguous,lemma_2164|lemma_4913
WZB_183vb_29_3,ist,die gerichte ist das du,ist,matched,lemma_5432
WZB_183vb_29_5,das,gerichte ist das du sie,das,ambiguous,lemma_1097|lemma_13169
WZB_183vb_29_6,du,ist das du sie behutest,du,ambiguous,lemma_1139|lemma_1180|lemma_1241|lemma_1242
WZB_183vb_29_7,sie,das du sie behutest vnd,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_183vb_29_8,behutest,du sie behutest vnd sie,behutest,unmatched,
WZB_183vb_30_0,vnd,sie behutest vnd sie tuest,vnd,matched,lemma_6467
WZB_183vb_30_1,sie,behutest vnd sie tuest so,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_183vb_30_2,tuest,vnd sie tuest so behutet,tuest,matched,lemma_6301
WZB_183vb_30_5,so,sie tuest so behutet dein,so,matched,lemma_5601
WZB_183vb_30_6,behutet,tuest so behutet dein herre,behutet,matched,lemma_467
WZB_183vb_31_0,dein,so behutet dein herre got,dein,matched,lemma_1242
WZB_183vb_31_1,herre,behutet dein herre got den,herre,ambiguous,lemma_2684|lemma_2761
WZB_183vb_31_2,got,dein herre got den fride,got,matched,lemma_2465
WZB_183vb_31_3,den,herre got den fride vnd,den,matched,lemma_1119
WZB_183vb_31_4,fride,got den fride vnd die,fride,matched,lemma_7233
WZB_183vb_31_5,vnd,den fride vnd die barmherczicheit,vnd,matched,lemma_6467
WZB_183vb_32_0,die,fride vnd die barmherczicheit die,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_32_1,barmherczicheit,vnd die barmherczicheit die her,barmherczicheit,unmatched,
WZB_183vb_32_3,die,die barmherczicheit die her hat,die,ambiguous,lemma_1139|lemma_1161
WZB_183vb_32_4,her,barmherczicheit die her hat gesworn,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_183vb_33_0,hat,die her hat gesworn deinen,hat,matched,lemma_2598
WZB_183vb_33_1,gesworn,her hat gesworn deinen vetern,gesworn,matched,lemma_5963
WZB_183vb_33_2,deinen,hat gesworn deinen vetern vnd,deinen,matched,lemma_1242
WZB_183vb_33_3,vetern,gesworn deinen vetern vnd wirt,vetern,ambiguous,lemma_6771|lemma_7046
WZB_183vb_34_0,vnd,deinen vetern vnd wirt dich,vnd,matched,lemma_6467
WZB_183vb_34_1,wirt,vetern vnd wirt dich liep,wirt,ambiguous,lemma_7489|lemma_7652
WZB_183vb_34_2,dich,vnd wirt dich liep habn,dich,matched,lemma_1242
WZB_183vb_34_3,liep,wirt dich liep habn vnd,liep,matched,lemma_3765
WZB_183vb_34_4,habn,dich liep habn vnd meren,habn,matched,lemma_2598
WZB_183vb_34_5,vnd,liep habn vnd meren Und,vnd,matched,lemma_6467
WZB_183vb_35_0,meren,habn vnd meren Und wirt,meren,ambiguous,lemma_3922|lemma_4034|lemma_4035
WZB_183vb_35_2,Und,vnd meren Und wirt gesegen,und,matched,lemma_6467
WZB_183vb_35_3,wirt,meren Und wirt gesegen der,wirt,ambiguous,lemma_7489|lemma_7652
WZB_183vb_35_4,gesegen,Und wirt gesegen der frucht,gesegen,matched,lemma_2212
WZB_183vb_35_5,der,wirt gesegen der frucht deines,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_183vb_36_0,frucht,gesegen der frucht deines bouches,frucht,matched,lemma_7273
WZB_183vb_36_1,deines,der frucht deines bouches vnd,deines,matched,lemma_1242
WZB_183vb_36_2,bouches,frucht deines bouches vnd der,bouches,unmatched,
WZB_183vb_36_4,vnd,deines bouches vnd der frucht,vnd,matched,lemma_6467
WZB_183vb_37_0,der,bouches vnd der frucht deiner,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_183vb_37_1,frucht,vnd der frucht deiner erden,frucht,matched,lemma_7273
WZB_183vb_37_2,deiner,der frucht deiner erden vnd,deiner,matched,lemma_1242
WZB_183vb_37_3,erden,frucht deiner erden vnd DEUTRO,erden,ambiguous,lemma_1545|lemma_57649
WZB_183vb_37_4,vnd,deiner erden vnd DEUTRO getreide,vnd,matched,lemma_6467
WZB_184ra_1_0,DEUTRO,erden vnd DEUTRO getreide vnd,deutro,unmatched,
WZB_184ra_2_0,getreide,vnd DEUTRO getreide vnd deinem,getreide,matched,lemma_2276
WZB_184ra_2_1,vnd,DEUTRO getreide vnd deinem weine,vnd,matched,lemma_6467
WZB_184ra_2_2,deinem,getreide vnd deinem weine vnd,deinem,matched,lemma_1242
WZB_184ra_2_3,weine,vnd deinem weine vnd ŏle,weine,matched,lemma_7459
WZB_184ra_3_0,vnd,deinem weine vnd ŏle den,vnd,matched,lemma_6467
WZB_184ra_3_1,ŏle,weine vnd ŏle den rindern,ŏle,unmatched,
WZB_184ra_3_4,den,vnd ŏle den rindern deiner,den,matched,lemma_1119
WZB_184ra_3_5,rindern,ŏle den rindern deiner hert,rindern,matched,lemma_4924
WZB_184ra_3_6,deiner,den rindern deiner hert vnd,deiner,matched,lemma_1242
WZB_184ra_4_0,hert,rindern deiner hert vnd schafen,hert,ambiguous,lemma_10833|lemma_13697|lemma_2787
WZB_184ra_4_1,vnd,deiner hert vnd schafen ouf,vnd,matched,lemma_6467
WZB_184ra_4_2,schafen,hert vnd schafen ouf der,schafen,matched,lemma_5143
WZB_184ra_4_3,ouf,vnd schafen ouf der erden,ouf,matched,lemma_6330
WZB_184ra_4_4,der,schafen ouf der erden vmme,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_184ra_4_5,erden,ouf der erden vmme die,erden,ambiguous,lemma_1545|lemma_57649
WZB_184ra_5_0,vmme,der erden vmme die her,vmme,matched,lemma_6422
WZB_184ra_5_1,die,erden vmme die her gesworn,die,ambiguous,lemma_1139|lemma_1161
WZB_184ra_5_2,her,vmme die her gesworn hat,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_184ra_5_3,gesworn,die her gesworn hat deinen,gesworn,matched,lemma_5963
WZB_184ra_5_4,hat,her gesworn hat deinen vetern,hat,matched,lemma_2598
WZB_184ra_6_0,deinen,gesworn hat deinen vetern so,deinen,matched,lemma_1242
WZB_184ra_6_1,vetern,hat deinen vetern so da,vetern,ambiguous,lemma_6771|lemma_7046
WZB_184ra_6_3,so,deinen vetern so da her,so,matched,lemma_5601
WZB_184ra_6_4,da,vetern so da her die,da,matched,lemma_1055
WZB_184ra_6_5,her,so da her die gebe,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_184ra_6_6,die,da her die gebe dir,die,ambiguous,lemma_1139|lemma_1161
WZB_184ra_7_0,gebe,her die gebe dir Gesegent,gebe,ambiguous,lemma_13306|lemma_1961
WZB_184ra_7_1,dir,die gebe dir Gesegent wirdestu,dir,ambiguous,lemma_1169|lemma_1242
WZB_184ra_7_4,Gesegent,gebe dir Gesegent wirdestu vnder,gesegent,matched,lemma_5364
WZB_184ra_7_5,wirdestu,dir Gesegent wirdestu vnder allen,wirdestu,matched,lemma_9084
WZB_184ra_8_0,vnder,Gesegent wirdestu vnder allen volken,vnder,matched,lemma_6471
WZB_184ra_8_1,allen,wirdestu vnder allen volken nicht,allen,matched,lemma_106
WZB_184ra_8_2,volken,vnder allen volken nicht wirt,volken,unmatched,
WZB_184ra_8_5,nicht,allen volken nicht wirt bei,nicht,matched,lemma_4377
WZB_184ra_8_6,wirt,volken nicht wirt bei dir,wirt,ambiguous,lemma_7489|lemma_7652
WZB_184ra_9_0,bei,nicht wirt bei dir vnfruchtbers,bei,matched,lemma_678
WZB_184ra_9_1,dir,wirt bei dir vnfruchtbers ous,dir,ambiguous,lemma_1169|lemma_1242
WZB_184ra_9_2,vnfruchtbers,bei dir vnfruchtbers ous beiden,vnfruchtbers,unmatched,
WZB_184ra_9_3,ous,dir vnfruchtbers ous beiden gegaten,ous,matched,lemma_6342
WZB_184ra_9_4,beiden,vnfruchtbers ous beiden gegaten also,beiden,matched,lemma_468
WZB_184ra_10_0,gegaten,ous beiden gegaten also wol,gegaten,unmatched,
WZB_184ra_10_2,also,beiden gegaten also wol in,also,matched,lemma_152
WZB_184ra_10_3,wol,gegaten also wol in den,wol,matched,lemma_7677
WZB_184ra_10_4,in,also wol in den leuten,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_184ra_10_5,den,wol in den leuten als,den,matched,lemma_1119
WZB_184ra_11_0,leuten,in den leuten als in,leuten,matched,lemma_3806
WZB_184ra_11_2,als,den leuten als in den,als,matched,lemma_148
WZB_184ra_11_3,in,leuten als in den schafen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_184ra_11_4,den,als in den schafen Ouf,den,matched,lemma_1119
WZB_184ra_11_5,schafen,in den schafen Ouf wirt,schafen,matched,lemma_5143
WZB_184ra_11_8,Ouf,den schafen Ouf wirt heben,ouf,matched,lemma_6330
WZB_184ra_12_0,wirt,schafen Ouf wirt heben der,wirt,ambiguous,lemma_7489|lemma_7652
WZB_184ra_12_1,heben,Ouf wirt heben der herre,heben,matched,lemma_2688
WZB_184ra_12_2,der,wirt heben der herre von,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_184ra_12_3,herre,heben der herre von dir,herre,ambiguous,lemma_2684|lemma_2761
WZB_184ra_12_4,von,der herre von dir allen,von,matched,lemma_7193
WZB_184ra_12_5,dir,herre von dir allen wetagen,dir,ambiguous,lemma_1169|lemma_1242
WZB_184ra_13_0,allen,von dir allen wetagen vnd,allen,matched,lemma_106
WZB_184ra_13_1,wetagen,dir allen wetagen vnd die,wetagen,matched,lemma_30742
WZB_184ra_13_3,vnd,allen wetagen vnd die gar,vnd,matched,lemma_6467
WZB_184ra_13_4,die,wetagen vnd die gar bŏse,die,ambiguous,lemma_1139|lemma_1161
WZB_184ra_13_5,gar,vnd die gar bŏse seuchen,gar,matched,lemma_1913
WZB_184ra_14_0,bŏse,die gar bŏse seuchen der,bŏse,unmatched,
WZB_184ra_14_1,seuchen,gar bŏse seuchen der die,seuchen,matched,lemma_11369
WZB_184ra_14_2,der,bŏse seuchen der die du,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_184ra_14_4,die,seuchen der die du kennest,die,ambiguous,lemma_1139|lemma_1161
WZB_184ra_15_0,du,der die du kennest wirt,du,ambiguous,lemma_1139|lemma_1180|lemma_1241|lemma_1242
WZB_184ra_15_1,kennest,die du kennest wirt her,kennest,matched,lemma_3284
WZB_184ra_15_3,wirt,du kennest wirt her nicht,wirt,ambiguous,lemma_7489|lemma_7652
WZB_184ra_15_4,her,kennest wirt her nicht einfŭren,her,ambiguous,lemma_1517|lemma_2682|lemma_2684|lemma_2761|lemma_2762|lemma_2825
WZB_184ra_15_5,nicht,wirt her nicht einfŭren dir,nicht,matched,lemma_4377
WZB_184ra_15_6,einfŭren,her nicht einfŭren dir svnder,einfŭren,unmatched,
WZB_184ra_16_0,dir,nicht einfŭren dir svnder alle,dir,ambiguous,lemma_1169|lemma_1242
WZB_184ra_16_3,svnder,einfŭren dir svnder alle deinen,svnder,matched,lemma_5884
WZB_184ra_16_4,alle,dir svnder alle deinen veinden,alle,matched,lemma_106
WZB_184ra_16_5,deinen,svnder alle deinen veinden Vressen,deinen,matched,lemma_1242
WZB_184ra_17_0,veinden,alle deinen veinden Vressen wirstu,veinden,matched,lemma_7048
WZB_184ra_17_3,Vressen,deinen veinden Vressen wirstu als,vressen,unmatched,
WZB_184ra_17_4,wirstu,veinden Vressen wirstu als volk,wirstu,matched,lemma_9084
WZB_184ra_17_5,als,Vressen wirstu als volk das,als,matched,lemma_148
WZB_184ra_18_0,volk,wirstu als volk das dein,volk,matched,lemma_7166
WZB_184ra_18_2,das,als volk das dein herre,das,ambiguous,lemma_1097|lemma_13169
WZB_184ra_18_3,dein,volk das dein herre got,dein,matched,lemma_1242
WZB_184ra_18_4,herre,das dein herre got dir,herre,ambiguous,lemma_2684|lemma_2761
WZB_184ra_18_5,got,dein herre got dir wirt,got,matched,lemma_2465
WZB_184ra_18_6,dir,herre got dir wirt geben,dir,ambiguous,lemma_1169|lemma_1242
WZB_184ra_19_0,wirt,got dir wirt geben Nicht,wirt,ambiguous,lemma_7489|lemma_7652
WZB_184ra_19_1,geben,dir wirt geben Nicht sol,geben,matched,lemma_1961
WZB_184ra_19_4,Nicht,wirt geben Nicht sol in,nicht,matched,lemma_4377
WZB_184ra_19_5,sol,geben Nicht sol in vortragen,sol,matched,lemma_5608
WZB_184ra_19_6,in,Nicht sol in vortragen dein,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_184ra_19_7,vortragen,sol in vortragen dein ougen,vortragen,unmatched,
WZB_184ra_20_0,dein,in vortragen dein ougen noch,dein,matched,lemma_1242
WZB_184ra_20_1,ougen,vortragen dein ougen noch diene,ougen,ambiguous,lemma_4524|lemma_4525
WZB_184ra_20_3,noch,dein ougen noch diene iren,noch,ambiguous,lemma_14402|lemma_4281|lemma_4415
WZB_184ra_20_4,diene,ougen noch diene iren gŏten,diene,ambiguous,lemma_1145|lemma_8042
WZB_184ra_21_0,iren,noch diene iren gŏten das,iren,ambiguous,lemma_3066|lemma_3067|lemma_5454|lemma_56116
WZB_184ra_21_1,gŏten,diene iren gŏten das sie,gŏten,unmatched,
WZB_184ra_21_3,das,iren gŏten das sie icht,das,ambiguous,lemma_1097|lemma_13169
WZB_184ra_21_4,sie,gŏten das sie icht sint,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_184ra_21_5,icht,das sie icht sint in,icht,matched,lemma_3022
WZB_184ra_21_6,sint,sie icht sint in deinen,sint,ambiguous,lemma_5432|lemma_5434|lemma_5496
WZB_184ra_21_7,in,icht sint in deinen val,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_184ra_22_0,deinen,sint in deinen val Ist,deinen,matched,lemma_1242
WZB_184ra_22_1,val,in deinen val Ist das,val,ambiguous,lemma_6733|lemma_6734
WZB_184ra_22_4,Ist,deinen val Ist das du,ist,matched,lemma_5432
WZB_184ra_22_6,das,val Ist das du sprichst,das,ambiguous,lemma_1097|lemma_13169
WZB_184ra_22_7,du,Ist das du sprichst in,du,ambiguous,lemma_1139|lemma_1180|lemma_1241|lemma_1242
WZB_184ra_22_8,sprichst,das du sprichst in deinem,sprichst,matched,lemma_5693
WZB_184ra_23_0,in,du sprichst in deinem herczen,in,ambiguous,lemma_1331|lemma_1517|lemma_2975|lemma_3028|lemma_3038|lemma_5454|lemma_6467|lemma_8472
WZB_184ra_23_1,deinem,sprichst in deinem herczen mer,deinem,matched,lemma_1242
WZB_184ra_23_2,herczen,in deinem herczen mer sint,herczen,matched,lemma_2795
WZB_184ra_23_4,mer,deinem herczen mer sint der,mer,ambiguous,lemma_3001|lemma_3922|lemma_4034|lemma_4035|lemma_4086|lemma_79808
WZB_184ra_23_5,sint,herczen mer sint der heiden,sint,ambiguous,lemma_5432|lemma_5434|lemma_5496
WZB_184ra_24_0,der,mer sint der heiden wenne,der,ambiguous,lemma_1055|lemma_1119|lemma_8031
WZB_184ra_24_1,heiden,sint der heiden wenne ich,heiden,ambiguous,lemma_2699|lemma_2700
WZB_184ra_24_3,wenne,der heiden wenne ich wie,wenne,matched,lemma_7385
WZB_184ra_24_4,ich,heiden wenne ich wie mag,ich,matched,lemma_3001
WZB_184ra_24_7,wie,wenne ich wie mag ich,wie,ambiguous,lemma_11087|lemma_7608
WZB_184ra_25_0,mag,ich wie mag ich sie,mag,ambiguous,lemma_3905|lemma_4240
WZB_184ra_25_1,ich,wie mag ich sie vortilgen,ich,matched,lemma_3001
WZB_184ra_25_2,sie,mag ich sie vortilgen nicht,sie,ambiguous,lemma_5432|lemma_5454|lemma_56116
WZB_184ra_25_3,vortilgen,ich sie vortilgen nicht vorchte,vortilgen,unmatched,
WZB_184ra_25_6,nicht,sie vortilgen nicht vorchte svnder,nicht,matched,lemma_4377
WZB_184ra_26_0,vorchte,vortilgen nicht vorchte svnder gedenke,vorchte,ambiguous,lemma_7201|lemma_7298
WZB_184ra_26_2,svnder,nicht vorchte svnder gedenke was,svnder,matched,lemma_5884
WZB_184ra_26_3,gedenke,vorchte svnder gedenke was getan,gedenke,matched,lemma_1992
WZB_184ra_26_5,was,svnder gedenke was getan hat,was,ambiguous,lemma_29723|lemma_5941|lemma_7505
WZB_184ra_27_0,getan,gedenke was getan hat dein,getan,matched,lemma_6301
WZB_184ra_27_1,hat,was getan hat dein herre,hat,matched,lemma_2598
WZB_184ra_27_2,dein,getan hat dein herre got,dein,matched,lemma_1242
WZB_184ra_27_3,herre,hat dein herre got vnd,herre,ambiguous,lemma_2684|lemma_2761
WZB_184ra_27_4,got,dein herre got vnd allen,got,matched,lemma_2465
WZB_184ra_27_5,vnd,herre got vnd allen groser,vnd,matched,lemma_6467
WZB_184ra_27_6,allen,got vnd allen groser pflagen,allen,matched,lemma_106
WZB_184ra_27_7,groser,vnd allen groser pflagen die,groser,matched,lemma_2534
WZB_184ra_28_0,pflagen,allen groser pflagen die do,pflagen,matched,lemma_4649
WZB_184ra_28_2,die,groser pflagen die do haben,die,ambiguous,lemma_1139|lemma_1161
WZB_184ra_28_3,do,pflagen die do haben gesehen,do,ambiguous,lemma_1055|lemma_1180|lemma_1242|lemma_4445
WZB_184ra_28_4,haben,die do haben gesehen deine,haben,ambiguous,lemma_2593|lemma_2598|lemma_2688
WZB_184ra_28_5,gesehen,do haben gesehen deine ougen,gesehen,matched,lemma_5366
WZB_184ra_29_0,deine,haben gesehen deine ougen vnd,deine,matched,lemma_1242
WZB_184ra_29_1,ougen,gesehen deine ougen vnd czeychen,ougen,ambiguous,lemma_4524|lemma_4525
WZB_184ra_29_2,vnd,deine ougen vnd czeychen vnd,vnd,matched,lemma_6467
WZB_184ra_29_3,czeychen,ougen vnd czeychen vnd wunder,czeychen,unmatched,
WZB_184ra_30_0,vnd,vnd czeychen vnd wunder vnd,vnd,matched,lemma_6467
WZB_184ra_30_1,wunder,czeychen vnd wunder vnd eyn,wunder,ambiguous,lemma_7722|lemma_7729
WZB_184ra_30_2,vnd,vnd wunder vnd eyn starcke,vnd,matched,lemma_6467
WZB_184ra_30_3,eyn,wunder vnd eyn starcke hant,eyn,ambiguous,lemma_1331|lemma_2975|lemma_3028
WZB_184ra_31_0,starcke,vnd eyn starcke hant vnd,starcke,matched,lemma_5729
WZB_184ra_31_1,hant,eyn starcke hant vnd einen,hant,ambiguous,lemma_2598|lemma_2640
WZB_184ra_31_3,vnd,starcke hant vnd einen oufgerakten,vnd,matched,lemma_6467
