form	count	sample_contexts
bedackit	1	mit der bedackit wirt die
betetafeln	1	ouf der betetafeln es sei
offer	1	Ein kalp offer er vor
wetin	1	in nider wetin sol her
vorhullen	1	sein scheinde vorhullen vnd schol
gewaschn	1	so her gewaschn wirt sol
gebitet	1	kalp vnd gebitet vor sich
poten;	1	ous gesanten poten; vnd ouf
ousgesanten	1	pocke dem ousgesanten poten den
houfgelegten	1	des zu houfgelegten thymiamischen puluers
sterbe;	1	her icht sterbe; vnd heb
ostin	1	tafeln gegen ostin Und wenne
gepotin	1	als do gepotin ist von
geczeuknvs	1	geczelde des geczeuknvs das do
gesteckit	1	do ist gesteckit vnder in
czigenpockes	1	vnd des czigenpockes Und giesse
sprengende	1	vmme vnd sprengende mit dem
peichtige	1	houbt vnd peichtige alle die
wŭnschet	1	svnde Die wŭnschet her seinem
getregt	1	czigen pok getregt alle ire
wŭste	1	in eine wŭste erde Und
Gen\u0020er	1	dem alter Gen\u0020er vor war
menede	1	dem sibenden menede an dem
inlendige	1	wol der inlendige als der
pilgereymet	1	der do pilgereymet vnder euch
sprehende	1	gepoten hat sprehende Ein yclich
suzikkeit	1	ruche der suzikkeit vnserm herren
gevnkeuschet	1	sie habn gevnkeuschet Ein ewiges
nochkvmlingen	1	vnd iren nochkvmlingen Und sprechet
enfuret	1	geczeuknusses nicht enfuret so das
giesset	1	das gutlich giesset ouf meinen
vorgiesse	1	sein blut vorgiesse her vnd
XUIII	1	sein svnde XUIII Und vnser
sie;	1	muter ist sie; nicht enplecke
ousen	1	heime oder ousen sei geporn
vnczucht	1	fruntschaft ist vnczucht Die swester
trugenschaft	1	zu einer trugenschaft noch enplecke
vndewen	1	sie ous vndewen wirt ir
vorwasenunge	1	alle dise vorwasenunge habn getan
povleute	1	getan di povleute diser erden
worchtet	1	semeliche werk worchtet als sie
grausamen	1	von den grausamen ichtesicht vorgeen
abgŏten	1	zu den abgŏten Noch machet
gegosne	1	machet euch gegosne gŏte Ich
vorbranter	1	wirt ein vorbranter vnd der
vnge	1	vnd der vnge nemikeit schuldig
nemikeit	1	der vnge nemikeit schuldig der
cloube	1	lebenden eher cloube nicht ouf
speierl	1	die trouben speierl vnd die
kŏrner	1	ab gevallen kŏrner saltu nicht
vordrucke	1	mit gewalt vordrucke in Nichte
gemiten	1	lon deines gemiten knechtis bei
vngeleichlich	1	tu das vngeleichlich ist noch
Rechticlichen	1	des mechtigen Rechticlichen saltu richten
rouner	1	LEUITICUS ein rouner in dem
vngleichem	1	nicht mit vngleichem samen Das
czweierlei	1	das ous czweierlei geworcht ist
freiheit	1	noch der freiheit gegeben zu
pelczet	1	erde vnd pelczet dor ein
lŏblich	1	werden geheiligt lŏblich vnserm herren
in\u0020trovme	1	czoubern noch in\u0020trovme gelouben Ir
lŏcher	1	noch gebranter lŏcher an euch
gevnreinigt	1	ir icht gevnreinigt werdet von
graen	1	Uor dem graen houbte stee
psone	1	ere die psone des alden
wenne\u0020ir	1	euch selber wenne\u0020ir seit ouch
vngleicheit	1	gote Keinerlei vngleicheit sult ir
vorlasset	1	das das vorlasset das volk
ringwegende	1	recht sam ringwegende mein gepot
gehengt	1	der im gehengt hat so
molochen	1	got mit molochen Die sele
betriger	1	an die betriger vnd an
vnkeusschet	1	czouberer vnd vnkeusschet mit in
vnkeuschet	1	das ymant vnkeuschet mit eines
begeet	1	e brechen begeet mit der
weiplichem	1	noch w weiplichem orden beide
vnderleget	1	die sich vnderleget einem yclichen
beschovt	1	sie ouch beschovt die schemde
prevtet	1	Wer do prevtet mit einem
offent	1	sie selbir offent den brvnne
mvmen	1	schemde deiner mvmen vnd deiner
enplecken;	1	saltu nicht enplecken; wer das
enplŏset	1	LEUITICUS her enplŏset ane kinder
bleibn	1	ane kinder bleibn sie Behutet
Besiczet	1	spreche ich Besiczet ir die
Svndert	1	andern volken Svndert ouch dorvmme
weissagender	1	dem ein weissagender valscher geist
sterben;	1	sol her sterben; mit steinen
frvnden	1	an seinen frvnden vnd an
bescherren	1	das houbt bescherren noch den
snicz	1	sullen keinen snicz machen an
thohe	1	weirouch W thohe bzde thoho
ousgesaczet	1	zu hurheit ousgesaczet sol her
werden;	1	nicht gemeiligt werden; noch sol
cresmunge	1	der heiligen cresmunge seines gotis
vortribne	1	vnd ein vortribne vnd ein
vormeiligte	1	vnd ein vormeiligte vnd ein
pouil	1	magschaft dem pouil seines volkis
vlecten	1	einer zu vlecten nasen oder
tri	1	oder mit tri LEUITICUS fenden
hŏkrecht	1	ougen oder hŏkrecht Ist das
vortirbt	1	vnreinikeit der vortirbt vor vnserm
angreifunge	1	vnreines des angreifunge ist vnrein
Sturblinge	1	ist es Sturblinge vnd was
geheiligten;	1	von den geheiligten; Das ingesinde
kovfet	1	der priester kovfet vnd der
gebreutet	1	volk wirt gebreutet von den
czigen;	1	vnd vz czigen; ist das
opfern;	1	man das opfern; aber das
vorkurczte	1	brochen oder vorkurczte oder vorhowene
vorhowene	1	vorkurczte oder vorhowene oder abe
ouslendigen	1	hant eines ouslendigen sullet ir
vorserit	1	Und wenne vorserit vnd vormeiligt
danksagunge	1	der genaden danksagunge vnserm herren
tvn;	1	nicht doran tvn; der heilige
veierlicher	1	tag wirt veierlicher vnd heiliger
sneidet	1	wenne ir sneidet die sat
gebundil	1	sol das gebundil erheben vor
vngemeiligtis	1	toten ein vngemeiligtis ieriges lamp
semilmvs	1	vnd ein semilmvs vnd groupen
groupen	1	semilmvs vnd groupen Nicht sult
erfullunge	1	tag der erfullunge der sibenden
gesowerteigter	1	czwein czehenden gesowerteigter semeln; die
semeln;	1	czehenden gesowerteigter semeln; die sult
erscholnen	1	gedechtnusse mit erscholnen bu sovnen
sovnen	1	erscholnen bu sovnen vnd wirt
werkliches	1	herren alles werkliches werk zu
sibn	1	der geczelt sibn tage vnserm
dienstliches	1	sammenunge Alles dienstliches werk sult
tag;	1	wirt veier tag; das ist
povmes	1	eines schonen povmes vnd palmczweige
palmczweige	1	povmes vnd palmczweige vnd von
czweige	1	este dicker czweige vnd weiden
herren\u0020gote	1	vor ewerm herren\u0020gote Und veiern
olpovmen	1	ŏle von olpovmen reines vnd
gefluchet	1	vnd im gefluchet der wart
fluchet	1	der do fluchet seinem gote
volkis;	1	menge des volkis; Her sei
anders;	1	geb ein anders; das ist
Czan	1	vmme ouge Czan vmme czan
euch;	1	sei vnder euch; Es svnde
XXU	1	etcetera Und XXU vnser herre
mitlinge	1	deinem ł mitlinge Und dem
ekern	1	ouf den ekern Die vordriste
vordriste	1	ekern Die vordriste frucht deines
weinlesens	1	frucht deines weinlesens soltu nicht
vorkoufest	1	du ichtesicht vorkoufest deinem purger
wechsset	1	also vil wechsset ouch das
czelet	1	der iare czelet also vil
seet	1	fruchte Und seet des achten
nevnde	1	in das nevnde iare vncz
vorarmet	1	dein bruder vorarmet vnd vorkoufet
erbil	1	vorkoufet sein erbil vnd ist
gevinden	1	das lon gevinden zu ledigen
gena	1	in dem gena LEVITICUS den
hŏue	1	den Ir hŏue vor der
sochender	1	wirt vnd sochender hant vnd
enpfehest	1	vnd du enpfehest in sam
Vŏrchte	1	hast gegeben Vŏrchte deinen got
sein;	1	her dir sein; vncz bis
gnadenreichen	1	zu dem gnadenreichen iare sol
nochkvmelingen	1	zu ewern nochkvmelingen vnd sult
vormugende	1	Ist das vormugende wirt bei
pilgereimes	1	oder des pilgereimes vnd dein
gefrunter	1	vnd sein gefrunter nehster Und
vormag	1	es selbir vormag er lŏset
Achtende	1	lŏset sich Achtende also vil
koufer	1	gebe dem koufer das do
vorgedienet	1	im hat vorgedienet abgeslagen nicht
freuelichn	1	in peinigen freuelichn in deiner
czeichenlichen	1	noch keinen czeichenlichen stein legt
czeitliche	1	ich euch czeitliche regen geben
ŏpfeln	1	werden mit ŏpfeln erfullet Vnd
sneidunge	1	wirt der sneidunge snit das
bekvmmern	1	weinlesen wirt bekvmmern das seen
Uortilgen	1	wirt erschrecken Uortilgen wil ich
vor\u0020euch	1	werden vallen vor\u0020euch Jagen wer
wachsende;	1	euch machen wachsende; gemeret werdet
dienecht	1	ir icht dienecht Und der
vorwerfet	1	das ir vorwerfet meine r
gevressen	1	veinden wirt gevressen Mein anblik
anblik	1	gevressen Mein anblik wil ich
czuchtigunge	1	e ewer czuchtigunge sibenveldiclich durch
sibenveldiclich	1	ewer czuchtigunge sibenveldiclich durch ewer
Uorczert	1	erde erein Uorczert wirt vnnuczlich
veldiclich	1	in siben veldiclich durch ewer
werticlichen	1	wandert wider werticlichen mir Und
vlihet	1	wenne ir vlihet in die
vorvunmenschen	1	aptgote Und vorvunmenschen wirt euch
vorkere	1	ewer stete vorkere in ein
enplosen	1	vnd wil enplosen noch euch
rousch	1	wirt die rousch eines vligenden
blatis	1	eines vligenden blatis vnd also
Uorterben	1	wider steen Uorterben werdet ir
gepflagt	1	werden sie gepflagt vncz bis
vnbesnitens	1	wirt ir vnbesnitens hercze Und
vorturben	1	sie gar vorturben vnd irre
sechczigsten	1	czu dem sechczigsten iare gebe
fŭnfczig	1	gebe er fŭnfczig scot silbers
meidil	1	vor das meidil drei Uon
vormuge	1	das her vormuge zu geben
gewechsiln	1	heilig vnd gewechsiln mag her
nicht;	1	her das nicht; das ist
posers	1	noch ein posers mit einem
wechsilt	1	das er wechsilt vnd das
poze	1	ob es poze oder gut
achtvnge	1	teil der achtvnge hin vber
schŏffeln	1	mit dreissik schŏffeln beseet die
gegelden	1	als her gegelden mag als
gnedigen	1	zu dem gnedigen iare vnd
geheiligter	1	wirt ein geheiligter tag vnserm
geho	1	vnsern herren geho TICUS ret
geachten	1	mans mag geachten Alles das
vlehunge	1	Und alle vlehunge die man
LIBRUM	1	NUMERI PRIMUS LIBRUM svnder des
funftes	1	zu ir funftes teil Allerlei
hirtens	1	ruten des hirtens geen des
wechselt	1	andern vor wechselt Und das
vorwechsilt	1	das do vorwechsilt ist das
leuiticus	1	genant ist leuiticus ein ende
svnderliche	1	vnd ir svnderliche namen was
czelende	1	andern menedis czelende sie durch
ousczihende	1	hin vber ousczihende zu streit
ycleicher	1	fint mit ycleicher namen von
czalten	1	die do czalten vnd vnd
geslech	1	in den geslech NUM ten
geturmen	1	noch seinen geturmen vnd scharen
wachn	1	menige Und wachn sullen sie
svnderlich	1	sprechende Icliche svnderlich noch iren
sibenczigtousent	1	vier vnd sibenczigtousent vnd sechs
2ᵐraᵐ	1	vnd funf 2ᵐraᵐ ii Nui
Nui	1	2ᵐraᵐ ii Nui NUM czig
gestecken	1	im haben gestecken die geczelt
erstgeporner	1	svne Sein erstgeporner dornach vnd
gebroucht	1	kinder vnd gebroucht vnd der
ouswendiger	1	priesterschaft Ein ouswendiger der zu
gepurde	1	die ersten gepurde in der
mein;	1	sint sie mein; ich herre
gerson	1	Die svne gerson vnd Die
vorhenget	1	den man vorhenget in dem
semlichs	1	vnd alles semlichs gerete Aber
wacher	1	vber di wacher der hute
beczelden	1	seulen Und beczelden sullen sie
czweivndczweinczig	1	vber werden czweivndczweinczig tousent Und
gepurte	1	Die ersten gepurte vnd der
sibenczigen	1	drei vnd sibenczigen die do
geczeuk	1	arche des geczeuk NUMERI nusse
gies	1	morser vnd gies kopfe vnd
vberhange	1	mit einem vberhange von iacincten
leschvassen	1	czangen vnd leschvassen Und mit
lucern	1	anrichten der lucern notdurft sint
vberdeke	1	dorvber ein vberdeke iacincteiner heute
purpureine	1	in eine purpureine wat Und
gebrouchet;	1	seinem dienste gebrouchet; das ist
fewerschirben	1	haken vnd fewerschirben Alle vas
vmhange	1	mit einem vmhange iacincteiner heute
gewinden	1	nv ein gewinden vnd seine
houflegunge	1	die zu houflegunge des weirouches
steticlichn	1	das man steticlichn opfert vnd
vnfer	1	sint Und vnfer herre redte
entscheiden	1	vnd suln entscheiden yclicher werk
iaren;	1	zu funfczig iaren; czele alle
dienstes;	1	vas des dienstes; heissende vnd
gepeude	1	czu dem gepeude des gelubdes
powrat	1	vas vnd powrat an der
fiten	1	erfullen die fiten des geczeldis
geender	1	iare ein geender zu dem
wonenden	1	wenne sie wonenden sein mit
vorsavmnŭsse	1	vnd mit vorsavmnŭsse vbir treten
peichtigen	1	vnd vorlasen peichtigen sullen sie
genomenlich	1	priesters Ous genomenlich des widers
ebrechn	1	svnder das ebrechn ist vorporgen
geczigen	1	wanes wirt geczigen so fure
vor\u0020sie	1	vnd opfer vor\u0020sie das czehende
gersteines	1	czehende teil gersteines meles einer
spurendes	1	vnd ein spurendes opfer des
heilieges	1	sol her heilieges wasser in
tennein	1	in ein tennein vas vnd
estreiche	1	von dem estreiche des geczeldis
vorbannen	1	her mit vorbannen vorvluchte hat
Vorkisende	1	gemeiligt bist Vorkisende des mannes
gehouffent	1	ich vorvluchet gehouffent Ist aber
vlŭchen	1	manne den vlŭchen w wirstu
Voulende	1	seinem volke Voulende mache her
vorvoule	1	bouch geswellende vorvoule deine brust
pŭchil	1	in ein pŭchil die vorvluchten
abtilgen	1	sol sie abtilgen mit den
vorfluchten	1	her die vorfluchten hat gehoufent
gehoufent	1	vorfluchten hat gehoufent vnd geb
enczŭnde	1	opfert vnd enczŭnde das ouf
vorsmehende	1	ist vnd vorsmehende den man
blasnem	1	mit czu blasnem bouche vorvoulet
vorvoulet	1	blasnem bouche vorvoulet ir die
wegit	1	man der wegit von dem
Essik	1	sich enthalden Essik von weine
gedrukt	1	der weintrouben gedrukt wirt sullen
Urische	1	nicht trinken Urische weintrouben vnd
trukne	1	weintrouben vnd trukne sullen sie
geheiliget;	1	herren werden geheiliget; was von
weinhŭlsen	1	an die weinhŭlsen sullen sie
gehlingen	1	das ymant gehlingen vor im
sibendes	1	wider des sibendes tagis an
ŏsterlichen	1	korp mit ŏsterlichen broten die
Opfernde	1	vnserm herren Opfernde ouch do
gesowerteigten	1	vnd einen gesowerteigten kuchen ous
licze	1	ant ERI licze vnd erparme
Anrufen	1	dir fried Anrufen werden sie
kresemte	1	richte vnd kresemte vnd heiligte
vordakte	1	wurden Sechs vordakte wegen NUM
pŭrden	1	dienen Und pŭrden ouf iren
Besvnderlich	1	sprach zu Besvnderlich die fursten
mŏrser	1	Einen guldein mŏrser von czehen
mŏrserl	1	ein guldein mŏrserl das do
ierigs	1	vnd ein ierigs lamp zu
schok	1	vnd hundert schok scot ein
weihrou	1	scot voller weihrou ERI ches
gewich	1	an dem gewich NUM te
czigenpoke	1	wider funf czigenpoke funf ierige
svnea	1	opfer des svnea An dem
heilicheit;	1	opfer der heilicheit; ein guldein
czwelften	1	An dem czwelften tage der
scot;	1	vnd hundert scot; Czwelf ochsen
weihung	1	in der weihung des alters
ratvregte	1	so das ratvregte die bettafel
borea	1	dem winde borea vber sehen
mitterste	1	wol der mitterste povm als
ouswachsende	1	der stengil ouswachsende ist Noch
lauterunge	1	wasser der lauterunge vnd sullen
peuche	1	alle weibes peuche in nym
wuschen	1	sie vnd wuschen ir gewant
virczehnden	1	an dem virczehnden tage des
geratvragen	1	das wir geratvragen w was
osterbroten	1	abende mit osterbroten vnd mit
vberbleiben	1	nicht lasen vberbleiben vncz bis
pilge	1	Und der pilge ERI reime
nevkumen	1	vnd der nevkumen ob sie
stackten	1	seinem gepot stackten sie das
doruf	1	czeit bleib doruf so waren
anbrechunge	1	in der anbrechunge des tages
purge;	1	sie die purge; noch dem
busovnest	1	bewegit Und busovnest mit den
erschellest	1	einem male erschellest so sullen
erschellunge	1	das die erschellunge lenger vnd
semelichem	1	lout vnd semelichem clange der
hellende	1	andern tvn hellende die busovnen
valdige	1	das ein valdige volk der
silouten	1	vellen sullen silouten Die svne
heulende	1	sullet ir heulende mit den
ordenungen;	1	vnd ir ordenungen; der furste
oufrichtunge	1	stat der oufrichtunge Die purge
czihunge	1	vnd die czihunge der durch
geben;	1	vns wil geben; kvm mit
hunderte	1	vorbrant das hunderte te teil
anczundunge	1	stat namen anczundunge do von
gemischte	1	das gemeine gemischte volke das
begirunge	1	in der begirunge des vleisches
gesellende	1	vnd weinte gesellende sich gleich
kurbs	1	vns die kurbs vnd pfeben
pfeben	1	kurbs vnd pfeben lauch vnd
bedellisch	1	varbe als bedellisch harcz Und
cloubte	1	vmme vnd cloubte das vnd
cochte	1	morser vnd cochte das ī\u0020einem
ī\u0020einem	1	cochte das ī\u0020einem topfe vnd
kuchelin	1	dorous k kuchelin des smackes
geŏltis	1	smackes sam geŏltis brot Und
dvncket	1	das anders dvncket so bite
pŏsem	1	also vil pŏsem icht werde
absteige	1	das ich absteige v vnd
czehne	1	funfe oder czehne noch czweinczig
fuzgeende	1	hundert tousent fuzgeende sint dises
vnmugende	1	vnsers herren vnmugende erst nv
samende	1	vnsers herren samende sibenczig man
man;	1	purgen czwen man; der eine
beraste	1	ouf den beraste der geist
marithim	1	erwelter ous marithim sprach M
vorpent	1	Mein herre vorpent vns Und
sprachch	1	Und was sprachch her hassestu
hassestu	1	sprachch her hassestu vor mich
trukenten	1	mucken vnd trukenten sie in
mŏrinne	1	housvrowe die mŏrinne vnd sprachen
gutigiste	1	der aller gutigiste mensch vber
gewulkens	1	seule des gewulkens vnd stund
semelicher	1	nicht ein semelicher ist als
getrewste	1	ist der getrewste wenne von
ratsal	1	nicht durch ratsal vnd bei
tŏrlichen	1	di wir tŏrlichen habn begangen
ouswurflink	1	als ein ouswurflink das do
gespeiet	1	ir vater gespeiet in ir
schamrote	1	tage mit schamrote vnder gossen
;	1	geben wil ; y einen
scepters	1	geslechte des scepters der svn
bese	1	sante zu bese hen die
vberczeitige	1	man nv vberczeitige trouben mochte
weinrebe	1	si ein weinrebe mit irr
trouben;	1	mit irr trouben; die trugen
czeigten	1	aller menge czeigten sie die
gesweigete	1	Under des gesweigete des volkes
schenten	1	vns Und schenten die erde
heunischem	1	kinder von heunischem geslechte gegen
gegleichet	1	den wir gegleichet wurden gesehen
preiten	1	in diser preiten wustenunge O
vmmegeczogen	1	ouch heten vmmegeczogen die erde
widerspennig	1	Nicht seit widerspennig gegen vnserm
vns;	1	ist mit vns; nicht vorchtet
erworffen	1	steinen han erworffen Do erschein
enczeuhet	1	zu Worvmme enczeuhet mir das
sterkers	1	vnd ein sterkers wenne das
Gegroset	1	der wustenunge Gegroset werde dorvmme
oufhebende	1	vil barmherczicheit oufhebende die missetat
vorlasende	1	svnde vnd vorlasende keinen vnschuldigen
Uorgib	1	vierde geslechte Uorgib des bite
enczogen	1	die mir enczogen haben wirt
talen	1	in den talen morgen beweget
leichnam;	1	ewer toten leichnam; alle die
mich;	1	gemurmelt wider mich; nicht wert
murmelnde	1	hetten gemacht murmelnde alle menige
schendende	1	vnsern herren schendende die erde
vbirtretit	1	sprach Worvmme vbirtretit ir das
vorplendet	1	Und dise vorplendet czugen ouf
vreiem	1	oder von vreiem willen opfernde
enczundende	1	ewern hochczeiten enczundende suzen ruch
bz	1	opfern thoho bz de e
sŭzem	1	zu einem sŭzem ruche vnserm
pŏcke	1	lemmer vnd pŏcke also wol
mvsen	1	den zu mvsen sult ir
gessenheit	1	vor ERI gessenheit vbirtreit ichtesicht
vbirtreit	1	ERI gessenheit vbirtreit ichtesicht der
irretum	1	von irem irretum Und wirt
frem	1	als den frem NUM den
spenig	1	der wider spenig gewesen vorterben
gemachet;	1	her irre gemachet; dorvmme wirt
wŭstnunge	1	in der wŭstnunge vnd heten
cloubende	1	einen menschen cloubende holcz an
vorslussen	1	menige die vorslussen in in
mentil	1	winkel der mentil vnd legen
iacincteine	1	dor an iacincteine pendil Wen
vnkeuschende	1	iren ougen vnkeuschende an mancherlei
zvnen	1	von den zvnen erstunden wider
erstunden	1	den zvnen erstunden wider vnd
Worzu	1	vnser herre Worzu erhebit ir
schŏpfet	1	rat vnd schŏpfet fewer morgen
stundet	1	Und ERI stundet vor der
dientet	1	vnd im dientet Hat her
heisen	1	dich dorvmme heisen czu im
rŭfte	1	das her rŭfte vnd die
tŏttest	1	du vns tŏttest in der
wurdest	1	wŭstenunge vnd wurdest vber vns
vleŭset	1	do - vleŭset mit pechen
honigseimes	1	milch vnd honigseimes vnd hast
weihrouch	1	legt dorouf weihrouch opfernde vnserm
rouchvasse	1	vnd funfczig rouchvasse Und ouch
gehoufet	1	vnd heten gehoufet wider sie
nei	1	Die vilen nei ERI gende
ergrimmet	1	alles volke ergrimmet Und vnser
nochvolgende	1	zu vnd nochvolgende im die
vorstrikt	1	ir icht vorstrikt werdet in
ousgeende	1	geczelden vnd ousgeende stunden in
vorgetragen	1	dise han vorgetragen Ist das
vorslindet	1	mvnt vnd vorslindet sie vnd
vorslinde	1	icht ouch vorslinde die erde
tŏden	1	in den tŏden der svnder
hemerte	1	Und zu hemerte die in
hynnach	1	sie hetten hynnach mit den
ergremset	1	pflage hat ergremset Und do
vorterpnusse	1	do das vorterpnusse was gestillet
entschuten	1	von mir entschuten die clage
gegrunet	1	vant das gegrunet hett die
knopfel	1	het gewunnen knopfel vnd ousgesprosset
ousgesprosset	1	knopfel vnd ousgesprosset blute vnd
pletir	1	vnd ire pletir breite sie
Uŏr	1	mandil kern Uŏr trug dorvmme
widertraczenden	1	czeichen der widertraczenden ERI vnd
vorgenknvsse	1	in die vorgenknvsse sey wir
entreten	1	alter nicht entreten das sie
Wacht	1	zu euch Wacht in der
entspriesse	1	das icht entspriesse ein czorn
vmmehange	1	vnder dem vmmehange sint durch
lŏsunge	1	losen Des lŏsunge sol werden
sŭzen	1	in einem sŭzen ruche vnserm
genugende	1	sie besiczen genugende im an
enpeute	1	leuiten vnd enpeute in Wenne
ousgescheiden	1	dem herren ousgescheiden sullen sie
schŏnste	1	ir das schŏnste vnd das
iochs	1	noch nicht iochs hab getragen
vorpru	1	geceldis Und vorpru die das
rotis	1	ysop vnd rotis czwir geverbit
NVM	1	vnd wirt NVM vnrein bis
schŭten	1	sol sie schŭten ouserhalb den
gewescht	1	sein gewant gewescht der der
vberliet	1	hat ein vberliet noch kein
vorpindunge	1	noch kein vorpindunge doruber wirt
vorbruvnge	1	aschen der vorbruvnge v vnd
ysop;	1	ein reines ysop; der besprenge
bemeiligunge	1	mit semlicher bemeiligunge vorvnreinet Und
vorvnreinet	1	semlicher bemeiligunge vorvnreinet Und mit
wasschen	1	sprenget sol wasschen sein gewant
czweivnge	1	in eine czweivnge vnd sprachen
geern	1	man nicht geern mag; die
mag;	1	nicht geern mag; die wedir
ŏpfel	1	noch granat ŏpfel vnd vberal
Herre\u0020got	1	vnd sprachen Herre\u0020got erhore das
murmelunge	1	hore ir murmelunge Und vnsers
sammete	1	gepot vnd sammete die menige
krigenden	1	ir wider krigenden vnd ir
vngeloubigen	1	vnd ir vngeloubigen wenne ous
ousgefuren	1	wir euch ousgefuren wasser Und
kislink	1	czwir den kislink do giengen
begriffen;	1	vns hat begriffen; wie vnser
czyme	1	das vns czyme czu NUM
gebente	1	Durch die gebente strase wolle
lone;	1	an dem lone; nvr gar
pitenden	1	gehengen dem pitenden so das
vorlihe	1	das her vorlihe in zu
enplosest	1	wenne du enplosest den vater
enploset	1	her hette enploset seiner wat
vorpant	1	in Und vorpant sich in
stŭrben	1	das wir stŭrben in der
wullet	1	Unserr sele wullet nv vbir
leichste	1	dise aller leichste speise Umme
czeichen;	1	zu einem czeichen; welcher do
natir	1	ein ereine natir vnd saczte
esron	1	der wustenunge esron vnd liget
geneigen	1	haben sich geneigen so das
sesen	1	in vnd sesen in den
gegrabn	1	brvnne den gegrabn habn die
stebin	1	in iren stebin Und sie
lantstrase	1	In der lantstrase wolle wir
geczihn	1	bis wir geczihn durch deine
stetlin	1	in irn stetlin Die stat
sprichworte	1	in einem sprichworte Kvmet dan
Vewer	1	die stat Vewer ist komen
Uorgangen	1	We dir Uorgangen bistu volke
in;	1	Nicht vorchte in; Wenne in
grŏsten	1	zu den grŏsten der gepurt
pflucken	1	abe zu pflucken Aber her
bedeckit	1	von das bedeckit die angesicht
Kvme	1	wider mich Kvme dorvmme vnd
ousgetreiben	1	ł das ousgetreiben muge ous
vlŭche	1	den du vlŭche h houfenst
houfenst	1	vlŭche h houfenst Nu czogen
voriagen	1	muge sie voriagen Und got
czwiuelnde	1	Nicht sovme czwiuelnde kvmen zu
levte	1	sint dise levte sto ste
sto	1	dise levte sto ste ouf
vmmevangen;	1	weingerten waren vmmevangen; den sach
eslinge	1	sach die eslinge vnd fugte
geweichen	1	lincken mochte geweichen vnd stund
siczeres	1	ires ouf siczeres Und her
knvttil	1	mit einem knvttil Und vnser
slehstu	1	sich worvmme slehstu mich zu
vordienet	1	es hast vordienet vnd hast
vorspot	1	hast mich vorspot O vnd
erslŭge	1	ich dich erslŭge Und die
semeliches	1	y hab semeliches getan Und
worumme	1	der engil worumme hastu zu
steenden	1	dem wider steenden dich hette
stvndest	1	das du stvndest wider mich
eusseristen	1	in den eusseristen der stat
quamestu	1	rufte Worvmme quamestu nicht zu
zukvnfte	1	ich deiner zukvnfte lon nicht
er\u0020gabe	1	do sante er\u0020gabe zu vnd
fŭrt	1	wart do fŭrt er in
gegienk	1	hin ERI gegienk do gienk
vorvluch	1	NUM Wie vorvluch ich dem
vorbannet	1	herre nicht vorbannet Uon den
vorvluchtest	1	Das du vorvluchtest meinen veinden
czuntem	1	en ERI czuntem opfer vncz
erfullit	1	das nicht erfullit Czu gesegen
gefurt;	1	her zu gefurt; den segen
czouberlist	1	noch kein czouberlist in NUM
vluchst	1	Weder du vluchst noch gesegenst
gepute	1	mir got gepute Und sprach
anderstat	1	an ein anderstat ob leichte
vluchest	1	von danne vluchest Und do
hŏrer	1	hat der hŏrer der rede
weldechtin	1	als die weldechtin tal als
cedirpovm	1	als die cedirpovm neben dem
wasservasse	1	Ous seinem wasservasse vleusset wasser
Uressen	1	ein horne Uressen werden die
Leinende	1	mit geschossen Leinende hat her
gewecken	1	nymant tar gewecken Wer dir
benvmten	1	beroubt der benvmten eren Und
vbirtreten	1	mag ich vbirtreten die rede
vorbrenge	1	oder boses vorbrenge ous meinem
horer	1	hat der horer der rede
Entspriessen	1	aber nahen Entspriessen wirt ein
geuellet	1	Das erbe geuellet seinen veinden
Anevank	1	vnd sprach Anevank der heiden
geruderten	1	in drilch geruderten schiffen von
srahel	1	CAPITULUM ERI srahel aber in
abkere	1	so das abkere mein czorn
Uorterbe	1	den richtern Uorterbe ein yclicher
israhelischn	1	noch dem israhelischn manne in
her͛re	1	Und vnser her͛re sprach zu
geczurnet	1	her hat geczurnet vmme seinen
getŏtit	1	do wart getŏtit mit der
madianitinne	1	mit der madianitinne was der
madianitische	1	Vorwar das madianitische wip die
abtgotis	1	lagen des abtgotis vnd in
XXUICAPITULUM	1	a ber XXUICAPITULUM dornach do
Czelet	1	des priesters Czelet alle iarczal
entstunden	1	die do entstunden gegen vnd
geczenke	1	in dem geczenke do sie
allerczal	1	geslechte der allerczal was czwei
magschaft;	1	durch ire magschaft; von dem
svne;	1	der hette svne; von dem
magescheften	1	in iren magescheften von dem
benentnusse	1	czal der benentnusse zu\u0020iren erben
zu\u0020iren	1	der benentnusse zu\u0020iren erben D
leui	1	die gesinde leui Das gesinde
geczencke	1	in dem geczencke das do
rechtis	1	im Ein rechtis dink heischen
brvder	1	ist dein brvder Wenne ir
enwoldet	1	nige noch enwoldet mich nicht
Uorbesehe	1	Dem antworte Uorbesehe im got
eeuerte	1	houbt vnd eeuerte alles das
Ungemeiligter	1	opfern sullet Ungemeiligter ieriger lemmer
stetliche	1	ist das stetliche ganczenczunte opfer
geuset	1	von rechte geuset in allen
ganczenczvntem	1	opfern zu ganczenczvntem opfer dem
Ganczenczuntes	1	yclichem lamme Ganczenczuntes opfer des
vmgeenden	1	in dem vmgeenden iare noch
ganczenczvntes	1	ir weirouch ganczenczvntes opfer dem
gutige	1	das her gutige den herren
stetlichen	1	das ir stetlichen opfert Also
Ungemeiligt	1	opfer speise Ungemeiligt sult ir
